,mid,tag_1,tag_2,tag_3,tag_4,tag_5
9534,4619518,BLACKPINK,YG Entertainment,K-POP,นักร้องนักดนตรีเกาหลี,ลลิษา มโนบาล (ลลิส)
9535,81366,เที่ยวต่างประเทศ,ประเทศอังกฤษ,ภาพยนตร์,ภาพยนตร์ต่างประเทศ,ลอนดอน
9536,881077,อาวุธยุทโธปกรณ์,ประชาคมเศรษฐกิจอาเซียน (AEC),หน้าต่างโลก,ประเทศฟิลิปปินส์,เศรษฐกิจ
9537,3275034,ภาพยนตร์,ภาพยนตร์ต่างประเทศ,รายการโทรทัศน์,ทีวีดิจิตอล,สุขภาพจิต
9538,457368,การ์ตูน,เกม,เกมออนไลน์,อนิเมะ,การ์ตูนญี่ปุ่น
9539,4675340,ละครโทรทัศน์,,,,
9540,323235,หุ้น,การลงทุน,การเงิน,Technical Analysis,TFEX (Thailand Future Exchange)
9541,2202847,Overlord (อนิเมะ),Light Novel,การ์ตูน,อนิเมะ,ฟุตบอลต่างประเทศ
9542,723046,ฟุตบอลต่างประเทศ,สโมสรฟุตบอลอังกฤษ,Premier League (League),Liverpool F．C．,ฟุตบอล
9543,2199881,วันพีซ One piece,การ์ตูนญี่ปุ่น,การ์ตูน,Tokyo Ghoul,นินจาคาถาโอ้โฮเฮะ Naruto Shippuden
9544,720056,ซีรีส์ฝรั่ง,ฟุตบอลต่างประเทศ,Premier League (League),สโมสรฟุตบอลอังกฤษ,ซีรีส์
9545,340782,ละครโทรทัศน์,3 HD (BEC),BEC (ช่อง 3),นักแสดงชาย,วอลเลย์บอล
9546,350264,สอบ ก．พ．,มนุษย์เงินเดือน,การ์ตูน,งานราชการ,การเรียน
9547,322255,ฟุตบอลโลก 2018,ฟุตบอลต่างประเทศ,ฟุตบอล,ฟุตบอลโลก,เที่ยวต่างประเทศ
9548,719670,BNK48,ฟิตเนส,ลดความอ้วน,ภาพยนตร์ต่างประเทศ,เที่ยวต่างประเทศ
9549,1903005,K-POP,นักร้องนักดนตรีเกาหลี,YG Entertainment,BLACKPINK,ค่ายเพลงเกาหลี
9550,2212904,BEC (ช่อง 3),BLACKPINK,นักแสดง,3 HD (BEC),K-POP
9551,3271671,K-POP,BLACKPINK,YG Entertainment,นักร้องนักดนตรีเกาหลี,ลลิษา มโนบาล (ลลิส)
9552,350490,ฟุตบอล,ฟุตบอลไทย,ไทยพรีเมียร์ลีก,กีฬา,สโมสรฟุตบอลไทย
9553,708368,ปัญหาความรัก,ความรักวัยรุ่น,ประสบการณ์ความรัก,ศาลาคนโสด,ความรักวัยทำงาน
9554,227238,ละครโทรทัศน์,นักแสดงหญิง,นักแสดง,ประสบการณ์ชีวิตคู่,อาหาร
9555,707956,หุ้น,การลงทุน,TFEX (Thailand Future Exchange),การเงิน,Technical Analysis
9556,343981,ฟุตบอล,ฟุตบอลต่างประเทศ,สโมสรฟุตบอลอังกฤษ,อาวุธยุทโธปกรณ์,Premier League (League)
9557,709537,เที่ยวต่างประเทศ,ระบบสืบพันธุ์ (Reproductive System),ฟุตบอลต่างประเทศ,บันทึกนักเดินทาง,สถานที่ท่องเที่ยวต่างประเทศ
9558,344088,กล้อง Mirrorless,มอเตอร์ไซค์,กล้องถ่ายรูป,เลนส์มือหมุน,กล้อง Olympus
9559,805830,ภาพยนตร์,หาเพื่อน,10 Cloverfield Lane (ภาพยนตร์),ภาพยนตร์ระทึกขวัญ,The Cloverfield Paradox (ภาพยนตร์)
9560,896011,BLACKPINK,ฟุตบอล,ฟุตบอลต่างประเทศ,YG Entertainment,K-POP
9561,4601220,หาเพื่อน,ศาลาคนโสด,App หาเพื่อน,ประสบการณ์ชีวิตคู่,ความรักวัยรุ่น
9562,898857,หุ้น,มนุษย์เงินเดือน,การลงทุน,กิจกรรมพันทิป,ฟุตบอล
9563,477475,K-POP,(G)I-DLE (นักร้องนักดนตรี),Cube Entertainment,นักร้องนักดนตรีเกาหลี,BLACKPINK
9564,4678450,ปัญหาความรัก,ความรักวัยทำงาน,ประสบการณ์ชีวิตคู่,ความรักวัยรุ่น,ปัญหาชีวิต
9565,2287551,ภาพยนตร์ต่างประเทศ,ภาพยนตร์,ถ้ำหลวง ขุนน้ำนางนอน,"Love, Simon (ภาพยนตร์)",รายการโทรทัศน์
9566,203193,ฟุตบอลไทย,ฟุตบอล,ไทยพรีเมียร์ลีก,สโมสรฟุตบอลไทย,ฟุตบอลต่างประเทศ
9567,4595346,ฟุตบอล,ละครโทรทัศน์,ฟุตบอลโลก 2018,3 HD (BEC),ฟุตบอลต่างประเทศ
9568,478054,อาหาร,สูตรอาหาร,ทำอาหาร,ร้านอาหาร,คุ้มครองผู้บริโภค
9569,476432,ฟุตบอล,ฟุตบอลไทย,กีฬา,ฟุตบอลต่างประเทศ,ไทยพรีเมียร์ลีก
9570,275326,ถ้ำหลวง ขุนน้ำนางนอน,วิ่ง,วิ่งเพื่อสุขภาพ,รายการข่าว,K-POP
9571,897783,บัตรเครดิต,ธนาคาร,การเงิน,กองทุนรวม,AEON
9572,170493,K-POP,ฟุตบอลต่างประเทศ,Produce 48 (รายการโทรทัศน์),ฟุตบอล,นักร้องนักดนตรีเกาหลี
9573,3738219,ดูดวง,โหราศาสตร์,หมอดู,ราศี,สุขภาพกาย
9574,3251893,ศาลาคนโสด,หาเพื่อน,ความรักวัยรุ่น,เพื่อนวัยเรียน,ชีวิตวัยรุ่น
9575,713203,ซีรีส์เกาหลี,K-POP,นักร้องนักดนตรีเกาหลี,นักแสดงเกาหลี,S．M． Entertainment
9576,263660,ฟุตบอลต่างประเทศ,ฟุตบอลโลก 2018,ภาพยนตร์,ฟุตบอล,ฟุตบอลโลก
9577,713428,ภาพยนตร์,ภาพยนตร์ต่างประเทศ,การ์ตูนญี่ปุ่น,การ์ตูน,อนิเมะ
9578,1508208,บัตรเครดิต,เที่ยวต่างประเทศ,หุ้น,สนามบิน,Backpack
9579,1890066,นักร้องนักดนตรีเกาหลี,ปัญหาชีวิต,K-POP,ละครโทรทัศน์,เค-ป็อป
9580,1860348,การ์ตูน,การ์ตูนญี่ปุ่น,อนิเมะ,วิทยาศาสตร์,ฮันเตอร์ x ฮันเตอร์
9581,347169,ความงาม,K-POP,Skin Care,นักร้องนักดนตรีเกาหลี,แฟชั่น
9582,204048,เครื่องดื่ม,วิทยาศาสตร์,ฟุตบอลต่างประเทศ,ฟุตบอล,ฟุตบอลโลก
9583,894375,K-POP,นักร้องนักดนตรีเกาหลี,มิวสิควิดีโอเพลงเกาหลี,Mamamoo,Produce 48 (รายการโทรทัศน์)
9584,4603649,ลดความอ้วน,บ้าน,นักแสดง,ฟิตเนส,นักแสดงชาย
9585,472350,มอเตอร์ไซค์,Honda PCX,รถยนต์ไฮบริด,แต่งรถ,Honda (มอเตอร์ไซค์)
9586,472441,K-POP,Produce 48 (รายการโทรทัศน์),รายการข่าว,ถ้ำหลวง ขุนน้ำนางนอน,เที่ยวต่างประเทศ
9587,1500703,K-POP,นักร้องนักดนตรีเกาหลี,เพลงเกาหลี,Produce 48 (รายการโทรทัศน์),มิวสิควิดีโอเพลงเกาหลี
9588,472692,อาหาร,ร้านอาหาร,บ้าน,โรงเรียนอนุบาล,โรงเรียน
9589,4603048,ฟุตบอลต่างประเทศ,ฟุตบอล,สโมสรฟุตบอลอังกฤษ,ฟุตบอลโลก 2018,หุ้น
9590,4677238,K-POP,,,,
9591,176795,BNK48,หุ้น,นักร้องนักดนตรีหญิง,อาวุธยุทโธปกรณ์,ฟุตบอล
9592,2256505,K-POP,นักร้องนักดนตรีเกาหลี,นักแสดง,เพลง,ประเทศเกาหลีใต้
9593,263931,ถ้ำหลวง ขุนน้ำนางนอน,รายการข่าว,ละครโทรทัศน์,รายการโทรทัศน์,BEC (ช่อง 3)
9594,1866704,ฟุตบอลต่างประเทศ,ฟุตบอลโลก 2018,ฟุตบอลโลก,เกมบอลพันทิป,เชียร์สด
9595,809407,เที่ยวไทย,บันทึกนักเดินทาง,เที่ยวทะเล,หุ้น,โรงแรมรีสอร์ท
9596,870162,นักร้องนักดนตรีญี่ปุ่น,วงดนตรี,ร็อก,นักร้องนักดนตรี,คอนเสิร์ต
9597,795088,ฟุตบอล,ฟุตบอลโลก 2018,ฟุตบอลต่างประเทศ,ฟุตบอลโลก,เครื่องใช้ไฟฟ้า
9598,1580886,K-POP,นักร้องนักดนตรีเกาหลี,วอลเลย์บอล,นักวอลเลย์บอล,วงดนตรีเกาหลี
9599,354869,บัตรเครดิต,เที่ยวต่างประเทศ,ธนาคาร,ฟิตเนส,สายการบิน
9600,4674729,3 HD (BEC),ละครโทรทัศน์,ดั่งพรหมลิขิตรัก (ละคร),BEC (ช่อง 3),อามีนา กูล (ไอซ์)
9601,443400,เกมเสน่หา (ละคร),จิรายุ ตั้งศรีสุข (เจมส์),ณฐพร เตมีรักษ์ (แต้ว),ละครโทรทัศน์,BEC (ช่อง 3)
9602,1912414,BNK48,ภาพยนตร์,การ์ตูน,ภาพยนตร์ต่างประเทศ,นักร้องนักดนตรี
9603,324542,อาวุธยุทโธปกรณ์,ถ้ำหลวง ขุนน้ำนางนอน,รถโดยสาร,รถโดยสารประจำทาง,สถานีรถไฟ
9604,4633525,คุ้มครองผู้บริโภค,ร้องทุกข์,ธุรกิจบริการ,Starbucks,กาแฟ
9605,875837,BNK48,นักร้องนักดนตรีไทย,นักร้องนักดนตรีหญิง,เฌอปราง อารีย์กุล (เฌอปราง BNK48),พัศชนันท์ เจียจิรโชติ (อร BNK48)
9606,1561985,สโมสรฟุตบอลอังกฤษ,ฟุตบอลต่างประเทศ,ฟุตบอล,มนุษย์เงินเดือน,คอมพิวเตอร์
9607,815524,อาหาร,ร้านอาหาร,อาหารไทย,อาหารบุฟเฟ่ต์,สูตรอาหาร
9608,443664,Ready Player One (ภาพยนตร์),ภาพยนตร์ต่างประเทศ,ภาพยนตร์ไซไฟ,ภาพยนตร์,เครื่องดื่ม
9609,205829,Produce 48 (รายการโทรทัศน์),K-POP,Mnet (สถานีโทรทัศน์),ฟุตบอลโลก,ฟุตบอลโลก 2018
9610,258600,ปัญหาชีวิต,มนุษย์เงินเดือน,เมีย2018 (ละคร),ครอบครัว,วิทยาศาสตร์
9611,451604,ฟุตบอล,ฟุตบอลต่างประเทศ,ฟุตบอลไทย,อาวุธยุทโธปกรณ์,สโมสรฟุตบอลอังกฤษ
9612,171292,หุ้น,การ์ตูนญี่ปุ่น,อนิเมะ,การ์ตูน,ฟุตบอลต่างประเทศ
9613,448513,ฟุตบอลไทย,ฟุตบอล,ไทยพรีเมียร์ลีก,สโมสรฟุตบอลไทย,การ์ตูนญี่ปุ่น
9614,4631343,K-POP,นักร้องนักดนตรีเกาหลี,S．M． Entertainment,YG Entertainment,เพลงเกาหลี
9615,795841,Produce 48 (รายการโทรทัศน์),K-POP,Mnet (สถานีโทรทัศน์),นักร้องนักดนตรีเกาหลี,เที่ยวต่างประเทศ
9616,4673393,ปัญหาความรัก,ความรักวัยรุ่น,ปัญหาชีวิต,ชีวิตวัยรุ่น,ความรักวัยทำงาน
9617,816108,Produce 48 (รายการโทรทัศน์),K-POP,Mnet (สถานีโทรทัศน์),นักร้องนักดนตรีเกาหลี,AKB48
9618,1827628,ความรักวัยรุ่น,ชีวิตวัยรุ่น,ปัญหาความรัก,Hurt Room,ปัญหาชีวิต
9619,3680533,ปัญหาความรัก,ความรักวัยรุ่น,ศาลาคนเศร้า,ประสบการณ์ชีวิตคู่,ศาลาคนโสด
9620,1570159,สโมสรฟุตบอลอังกฤษ,ฟุตบอลต่างประเทศ,หุ้น,บ้าน,ดูแลและซ่อมแซมบ้าน
9621,4673895,แอบรัก,ความรักวัยทำงาน,ปัญหาความรัก,ความรักวัยรุ่น,ศาลาคนโสด
9622,171200,BNK48,AKB48,นักร้องนักดนตรีญี่ปุ่น,ซีรีส์เกาหลี,แฟชั่น
9623,454485,ถ้ำหลวง ขุนน้ำนางนอน,รายการข่าว,จังหวัดเชียงราย,ข่าวออนไลน์,วิทยาศาสตร์
9624,730972,K-POP,นักร้องนักดนตรีเกาหลี,Produce 48 (รายการโทรทัศน์),เพลงเกาหลี,มิวสิควิดีโอเพลงเกาหลี
9625,724189,พระเครื่อง,วัตถุมงคล,เครื่องรางของขลัง,ถ้ำหลวง ขุนน้ำนางนอน,หลวงปู่ทวด
9626,162137,BNK48,นักร้องนักดนตรีหญิง,ฟุตบอลต่างประเทศ,ฟุตบอล,ฟุตบอลโลก 2018
9627,3688132,ความรักวัยรุ่น,ปัญหาความรัก,ความรักวัยทำงาน,ชีวิตในต่างแดน,ชีวิตวัยรุ่น
9628,3663647,ถ้ำหลวง ขุนน้ำนางนอน,รายการข่าว,สิ่งลี้ลับ (mystery),อาหาร,รายการโทรทัศน์
9629,731717,มนุษย์เงินเดือน,น้ำหอม,การ์ตูนญี่ปุ่น,หุ้น,แมว
9630,1838228,3 HD (BEC),ละครโทรทัศน์,ปัญหาความรัก,ประสบการณ์ชีวิตคู่,ปัญหาชีวิต
9631,3282841,ฟุตบอล,ฟุตบอลต่างประเทศ,รายการข่าว,นักกีฬา,สโมสรฟุตบอลอังกฤษ
9632,3281198,K-POP,นักร้องนักดนตรีเกาหลี,Produce 48 (รายการโทรทัศน์),ซีรีส์เกาหลี,Seventeen
9633,4621421,มนุษย์เงินเดือน,ปัญหาชีวิต,ปัญหาความรัก,ดูดวง,อาหาร
9634,724319,BEC (ช่อง 3),ถ้ำหลวง ขุนน้ำนางนอน,ณัฏฐณิชา ดังวัธนาวณิชย์ (ณิชา),ลมไพรผูกรัก (My Hero วีรบุรุษสุดที่รัก),3 HD (BEC)
9635,1838798,K-POP,BNK48,นักร้องนักดนตรีเกาหลี,Produce 48 (รายการโทรทัศน์),AKB48
9636,440333,รถยนต์,คุ้มครองผู้บริโภค,การพัฒนา Mobile Application,ศูนย์บริการรถยนต์,ร้องทุกข์
9637,441521,ละครโทรทัศน์,ความงาม,7 HD,รายการข่าว,BEC (ช่อง 3)
9638,162273,ปัญหาชีวิต,ประสบการณ์ชีวิตคู่,ปัญหาความรัก,ความรักวัยทำงาน,นักแสดง
9639,455025,3 HD (BEC),ถ้ำหลวง ขุนน้ำนางนอน,รายการข่าว,BEC (ช่อง 3),เส้นสนกลรัก (My Hero วีรบุรุษสุดที่รัก)
9640,441549,วิทยาศาสตร์,ปัญหาชีวิต,หุ้น,อวกาศ,ปัญหาครอบครัว
9641,11412,เกมคอมพิวเตอร์,เกม,การ์ตูน,การ์ตูนญี่ปุ่น,คอมพิวเตอร์
9642,818805,Produce 48 (รายการโทรทัศน์),K-POP,Mnet (สถานีโทรทัศน์),นักร้องนักดนตรีเกาหลี,AKB48
9643,454833,เที่ยวต่างประเทศ,ประเทศสิงคโปร์,อาหาร,บันทึกนักเดินทาง,Backpack
9644,4634648,ฟุตบอลต่างประเทศ,สโมสรฟุตบอลอังกฤษ,ฟุตบอล,Premier League (League),ถ้ำหลวง ขุนน้ำนางนอน
9645,1817518,K-POP,นักร้องนักดนตรีเกาหลี,BLACKPINK,YG Entertainment,เพลงเกาหลี
9646,358323,ละครโทรทัศน์,ปัญหาชีวิต,ความรักวัยรุ่น,ปัญหาความรัก,บ้าน
9647,2954197,มอเตอร์ไซค์,บันทึกนักเดินทาง,เที่ยวภูเขา,ภาพถ่ายทิวทัศน์,ประสบการณ์ความรัก
9648,3402508,BNK48,K-POP,นักร้องนักดนตรีเกาหลี,AKB48,นักร้องนักดนตรีหญิง
9649,2969732,3 HD (BEC),นักแสดง,ฟุตบอล,ฟุตบอลโลก 2018,ฟุตบอลต่างประเทศ
9650,2969327,K-POP,ซีรีส์เกาหลี,นักร้องนักดนตรีเกาหลี,นักแสดงเกาหลี,ซีรีส์
9651,3007858,ฟุตบอล,ภาพยนตร์ต่างประเทศ,ภาพยนตร์,สโมสรฟุตบอลอังกฤษ,ฟุตบอลโลก 2018
9652,3394017,K-POP,นักร้องนักดนตรีเกาหลี,มิวสิควิดีโอเพลงเกาหลี,Mamamoo,YG Entertainment
9653,3010205,หุ้น,TFEX (Thailand Future Exchange),Technical Analysis,การลงทุน,ตลาดหลักทรัพย์
9654,3424784,หุ้น,การลงทุน,การเงิน,TFEX (Thailand Future Exchange),ตลาดหลักทรัพย์
9655,2915328,K-POP,นักร้องนักดนตรีเกาหลี,YG Entertainment,BLACKPINK,S．M． Entertainment
9656,172262,ฟุตบอล,ฟุตบอลต่างประเทศ,ฟุตบอลโลก 2018,ฟุตบอลโลก,สโมสรฟุตบอลอังกฤษ
9657,2913631,K-POP,นักร้องนักดนตรีเกาหลี,BLACKPINK,YG Entertainment,มนุษย์เงินเดือน
9658,185989,การลงทุน,บ้าน,หุ้น,การออมเงิน,บริษัทพัฒนาอสังหาริมทรัพย์
9659,3400938,ภาพยนตร์ระทึกขวัญ,ภาพยนตร์ต่างประเทศ,ภาพยนตร์สยองขวัญ,รางวัลออสการ์,ภาพยนตร์ชีวิต
9660,184775,K-POP,นักร้องนักดนตรีเกาหลี,เพลงเกาหลี,YG Entertainment,BLACKPINK
9661,3014411,3 HD (BEC),7 HD,ละครโทรทัศน์,นักแสดง,BEC (ช่อง 3)
9662,3014491,วอลเลย์บอล,นักวอลเลย์บอล,กีฬา,ฟุตบอลต่างประเทศ,วอลเลย์บอลไทย
9663,3014674,K-POP,นักร้องนักดนตรีเกาหลี,Produce 48 (รายการโทรทัศน์),ภาพยนตร์,BLACKPINK
9664,3418490,การ์ตูนการเมือง,Iron Man,ภาพยนตร์ต่างประเทศ,นักแสดงภาพยนตร์,นักแสดงฝรั่ง
9665,184215,BNK48,การ์ตูนญี่ปุ่น,การ์ตูน,นักร้องนักดนตรีหญิง,เกมส์การ์ตูน
9666,3411996,ถ้ำหลวง ขุนน้ำนางนอน,รายการข่าว,โค้ชกีฬา,นักฟุตบอล,เกมเสน่หา (ละคร)
9667,2991428,นักร้องนักดนตรีเกาหลี,Girls' Generation (SNSD),เค-ป็อป,นักร้องนักดนตรีหญิง,เพลง
9668,3411649,BNK48,นักร้องนักดนตรีหญิง,AKB48,วงดนตรี,รายการข่าว
9669,2983778,ฟุตบอลต่างประเทศ,ฟุตบอลโลก 2018,ฟุตบอล,ฟุตบอลโลก,K-POP
9670,2983518,K-POP,นักร้องนักดนตรีเกาหลี,Produce 48 (รายการโทรทัศน์),S．M． Entertainment,NCT
9671,3417685,หุ้น,TFEX (Thailand Future Exchange),Technical Analysis,การลงทุน,Value Investment
9672,2983398,K-POP,นักร้องนักดนตรีเกาหลี,AKB48,Produce 48 (รายการโทรทัศน์),BNK48
9673,3440249,การ์ตูนญี่ปุ่น,การ์ตูน,อนิเมะ,ภาพยนตร์,ภาพยนตร์ต่างประเทศ
9674,2978864,วอลเลย์บอล,ความงาม,นักวอลเลย์บอล,มหาวิทยาลัย,Skin Care
9675,2979964,K-POP,นักร้องนักดนตรีเกาหลี,AKB48,Produce 48 (รายการโทรทัศน์),สิว
9676,185095,การ์ตูน,การ์ตูนญี่ปุ่น,อนิเมะ,บ้าน,ตกแต่งบ้าน
9677,2928083,K-POP,ลดความอ้วน,นักร้องนักดนตรีเกาหลี,S．M． Entertainment,Produce 48 (รายการโทรทัศน์)
9678,3002122,รายการข่าว,ถ้ำหลวง ขุนน้ำนางนอน,เที่ยวไทย,เที่ยวภูเขา,บันทึกนักเดินทาง
9679,2950593,K-POP,BLACKPINK,YG Entertainment,นักร้องนักดนตรีเกาหลี,มิวสิควิดีโอเพลงเกาหลี
9680,172077,การ์ตูน,ร้องทุกข์,การ์ตูนญี่ปุ่น,โจโจ้ ล่าข้ามศตวรรษ,อนิเมะ
9681,2926095,ผลิตโชค อายนบุตร (เป๊ก),รายการข่าว,ถ้ำหลวง ขุนน้ำนางนอน,นักร้องนักดนตรี,เพลง
9682,2926025,BNK48,ฟุตบอลต่างประเทศ,ฟุตบอลโลก 2018,ภาพยนตร์ต่างประเทศ,ภาพยนตร์
9683,3433902,ภาพยนตร์,ภาพยนตร์ต่างประเทศ,ภาพยนตร์แอ็คชั่น,ฟิตเนส,ภาพยนตร์ระทึกขวัญ
9684,2925949,การเมือง,การ์ตูนการเมือง,นักการเมือง,การเมืองท้องถิ่น,ทักษิณ ชินวัตร
9685,3005794,ฟุตบอลต่างประเทศ,ฟุตบอล,สโมสรฟุตบอลอังกฤษ,ฟุตบอลโลก,ฟุตบอลโลก 2018
9686,2975666,BNK48,การ์ตูนญี่ปุ่น,การ์ตูน,วันพีซ One piece,นักร้องนักดนตรีหญิง
9687,2931540,วอลเลย์บอล,ทันตกรรม,นักวอลเลย์บอล,สุขภาพกาย,กีฬา
9688,2997772,การ์ตูน,อนิเมะ,การ์ตูนญี่ปุ่น,การ์ตูนฝรั่ง,ดราก้อนบอล
9689,3000408,ฟุตบอลไทย,ฟุตบอล,ฟุตบอลต่างประเทศ,กีฬา,นักกีฬา
9690,3434293,ฟุตบอลต่างประเทศ,ฟุตบอล,ฟุตบอลโลก 2018,Premier League (League),สโมสรฟุตบอลอังกฤษ
9691,2973292,K-POP,นักร้องนักดนตรีเกาหลี,BTS,เพลงเกาหลี,Big Hit Entertainment
9692,3171582,การ์ตูนญี่ปุ่น,อนิเมะ,การ์ตูน,สึซึมิยะ ฮารุฮิ,Light Novel
9693,175458,ฟุตบอล,ฟุตบอลต่างประเทศ,ฟุตบอลโลก 2018,ฟุตบอลโลก,สโมสรฟุตบอลอังกฤษ
9694,3289693,ประชาคมเศรษฐกิจอาเซียน (AEC),หน้าต่างโลก,ประเทศไทย,มหาวิทยาลัย,การศึกษา
9695,3170107,นักร้องนักดนตรีเกาหลี,เค-ป็อป,นักแสดงเกาหลี,นักร้องนักดนตรี,วงดนตรี
9696,3172982,อาวุธยุทโธปกรณ์,หน้าต่างโลก,การเมือง,ประวัติศาสตร์,เทคโนโลยี
9697,3164971,ฟุตบอล,ฟุตบอลต่างประเทศ,ฟุตบอลโลก 2018,มนุษย์เงินเดือน,ฟุตบอลโลก
9698,3164868,K-POP,นักร้องนักดนตรีเกาหลี,Produce 48 (รายการโทรทัศน์),Mamamoo,มิวสิควิดีโอเพลงเกาหลี
9699,175446,ฟุตบอล,ฟุตบอลต่างประเทศ,สโมสรฟุตบอลอังกฤษ,Premier League (League),ฟุตบอลไทย
9700,179137,ปัญหาชีวิต,ฟุตบอล,ปัญหาความรัก,ฟุตบอลต่างประเทศ,ปัญหาสังคม
9701,3291819,BNK48,แต่งรถ,รถยนต์,รถกระบะ,นันท์นภัส เลิศนามเชิดสกุล (มิวนิค BNK48)
9702,3176837,อนิเมะ,K-POP,นักร้องนักดนตรีเกาหลี,การ์ตูน,การ์ตูนญี่ปุ่น
9703,3186343,ฟุตบอลต่างประเทศ,ปัญหาชีวิต,ปัญหาความรัก,เมีย2018 (ละคร),ฟุตบอล
9704,3283499,ตำนานสมเด็จพระนเรศวรมหาราช,ภาพยนตร์,ภาพยนตร์ไทย,ประวัติศาสตร์ไทย,ประวัติศาสตร์
9705,3178243,ภาพยนตร์ต่างประเทศ,ภาพยนตร์,Thor : The Dark World,นักแสดงฝรั่ง,ภาพยนตร์แอ็คชั่น
9706,3177557,นักร้องนักดนตรีเกาหลี,K-POP,EXO,เค-ป็อป,นักแสดงเกาหลี
9707,3148266,รายการข่าว,ถ้ำหลวง ขุนน้ำนางนอน,ข่าวออนไลน์,วิทยาศาสตร์,จังหวัดเชียงราย
9708,174963,เที่ยวต่างประเทศ,วีซ่า,ชีวิตในต่างแดน,บันทึกนักเดินทาง,สมาร์ทโฟน
9709,3146974,การ์ตูน,การ์ตูนญี่ปุ่น,อนิเมะ,อินเทอร์เน็ต,การ์ตูนทีวี
9710,3308102,หุ้น,จัดสวน,ตกแต่งบ้าน,DIY เครื่องใช้ในบ้าน,บ้าน
9711,3138748,ความงาม,ความรักวัยรุ่น,ปัญหาความรัก,ความรักวัยทำงาน,หาเพื่อน
9712,3138533,เรื่องเล่าสยองขวัญ,ชีวิตวัยรุ่น,ความงาม,เม่นแคระ,สัตว์เลี้ยง
9713,3137588,อาวุธยุทโธปกรณ์,เทคโนโลยี,วิศวกรรมศาสตร์,ประวัติศาสตร์,วิทยาศาสตร์
9714,3157735,ฟุตบอลไทย,ไทยพรีเมียร์ลีก,ฟุตบอล,สโมสรฟุตบอลไทย,กีฬา
9715,3298029,K-POP,ปัญหาชีวิต,BLACKPINK,ร้านอาหาร,YG Entertainment
9716,179751,ฟุตบอลต่างประเทศ,ฟุตบอล,ฟุตบอลโลก 2018,ฟุตบอลโลก,สโมสรฟุตบอลอังกฤษ
9717,3155484,อนิเมะ,การ์ตูนญี่ปุ่น,การ์ตูน,การ์ตูนทีวี,ภาพยนตร์แอนิเมชัน
9718,3155423,การ์ตูน,การ์ตูนญี่ปุ่น,อนิเมะ,วันพีซ One piece,Light Novel
9719,3153640,ฟุตบอลต่างประเทศ,หุ้น,ฟุตบอล,อาวุธยุทโธปกรณ์,การ์ตูนญี่ปุ่น
9720,3220444,ภาพยนตร์ต่างประเทศ,คอนโดมิเนียม,ซีรีส์ฝรั่ง,ภาพยนตร์,ซีรีส์
9721,3248637,วอลเลย์บอล,S．M． Entertainment,BNK48,ความงาม,จังหวัดเชียงราย
9722,177441,Produce 48 (รายการโทรทัศน์),K-POP,AKB48,BNK48,คอมพิวเตอร์
9723,3246027,ภาพยนตร์,เกม,ภาพยนตร์ต่างประเทศ,เกมคอมพิวเตอร์,การ์ตูน
9724,3246184,K-POP,ซีรีส์เกาหลี,นักร้องนักดนตรีเกาหลี,นักแสดง,นักแสดงชาย
9725,3213356,วิศวกรรมศาสตร์,3 HD (BEC),วิทยาศาสตร์,จังหวัดเชียงราย,BEC (ช่อง 3)
9726,177517,รถยนต์,ซ่อมบำรุงรถยนต์,ดูแลรักษารถยนต์,อู่ซ่อมรถ,อาวุธยุทโธปกรณ์
9727,177645,ฟุตบอล,หุ้น,ฟุตบอลต่างประเทศ,ฟุตบอลโลก 2018,ฟุตบอลไทย
9728,3214776,ละครโทรทัศน์,BEC (ช่อง 3),3 HD (BEC),ธนวรรธน์ วรรธนะภูติ (โป๊ป),นักแสดงชาย
9729,3233519,การศึกษา,มหาวิทยาลัย,การเรียน,ปัญหาชีวิต,กฎหมายชาวบ้าน
9730,3233757,ฟุตบอล,ฟุตบอลต่างประเทศ,ฟุตบอลโลก 2018,ฟุตบอลโลก,ฟุตบอลไทย
9731,3233433,K-POP,นักร้องนักดนตรีเกาหลี,Produce 48 (รายการโทรทัศน์),เพลงเกาหลี,Mnet (สถานีโทรทัศน์)
9732,3240442,ภาพยนตร์ระทึกขวัญ,ภาพยนตร์ต่างประเทศ,ภาพยนตร์ชีวิต,ภาพยนตร์สยองขวัญ,รางวัลออสการ์
9733,3236820,ภาพยนตร์รัก,ภาพยนตร์ญี่ปุ่น,ภาพยนตร์,Tomorrow I Will Date With Yesterday’s You (ภาพยนตร์),Kimi no Suizo wo Tabetai (ภาพยนตร์)
9734,3235024,K-POP,นักร้องนักดนตรีเกาหลี,ฟุตบอลโลก 2018,ฟุตบอล,ฟุตบอลต่างประเทศ
9735,3233805,K-POP,นักร้องนักดนตรีเกาหลี,เพลงเกาหลี,YG Entertainment,BLACKPINK
9736,3242792,ฟุตบอลต่างประเทศ,ฟุตบอล,ฟุตบอลโลก 2018,ฟุตบอลโลก,สโมสรฟุตบอลอังกฤษ
9737,3195464,K-POP,นักร้องนักดนตรีเกาหลี,BLACKPINK,YG Entertainment,เพลงเกาหลี
9738,3265899,การ์ตูนญี่ปุ่น,การ์ตูน,อนิเมะ,ร้านอาหาร,หนังสือการ์ตูน
9739,3272556,มนุษย์เงินเดือน,ปัญหาชีวิต,ศาสนาพุทธ,ชีวิตวัยรุ่น,ความรักวัยรุ่น
