,0,1,2,3,4,5,mid
3239,ratchada,8,wahkor,8,chalermthai,2,2478328
3240,korea,46,chalermkrung,3,pantip,1,4187206
3241,ratchada,87,social,51,home,35,3248470
3242,siliconvalley,24,sinthorn,4,mbk,3,149578
3243,silom,13,sinthorn,13,siliconvalley,2,901293
3244,sinthorn,23,social,23,mbk,4,94108
3245,cartoon,107,supachalasai,55,tvshow,6,173908
3246,tvshow,25,library,23,wahkor,9,641648
3247,isolate,62,chalermkrung,16,supachalasai,3,247130
3248,tvshow,73,region,22,wahkor,17,196987
3249,supachalasai,21,0,0,0,0,4670125
3250,library,21,tvshow,14,bangrak,12,4303784
3251,blueplanet,15,0,0,0,0,930825
3252,family,19,siam,16,lumpini,16,4300901
3253,sinthorn,59,library,3,chalermthai,1,1653918
3254,food,17,korea,14,mbk,12,769249
3255,sinthorn,37,supachalasai,30,silom,20,182343
3256,supachalasai,60,ratchada,19,tvshow,18,2419130
3257,blueplanet,42,lumpini,37,family,27,202824
3258,korea,45,siam,32,horoscope,19,2827135
3259,tvshow,91,region,36,social,25,151320
3260,isolate,13,korea,12,siam,5,2307159
3261,blueplanet,22,wahkor,5,gallery,4,374190
3262,social,63,bangrak,48,silom,31,1849603
3263,tvshow,89,social,37,chalermthai,24,196590
3264,chalermkrung,9,0,0,0,0,3390499
3265,cartoon,96,siliconvalley,34,chalermthai,29,4571474
3266,ratchada,60,sinthorn,2,silom,2,4667437
3267,bangrak,69,siam,58,food,21,3791638
3268,jatujak,87,gallery,60,greenzone,1,377474
3269,tvshow,338,chalermthai,7,pantip,7,3270089
3270,korea,29,tvshow,1,supachalasai,1,4675663
3271,siam,108,bangrak,63,social,26,4196838
3272,wahkor,117,library,20,siam,15,4313786
3273,korea,34,isolate,2,0,0,2522553
3274,supachalasai,24,tvshow,19,home,17,223068
3275,supachalasai,89,home,2,silom,1,531983
3276,wahkor,56,supachalasai,18,lumpini,16,4031343
3277,supachalasai,58,0,0,0,0,1652203
3278,supachalasai,44,social,21,food,17,741974
3279,supachalasai,100,tvshow,5,library,1,1869043
3280,mbk,57,tvshow,23,jatujak,17,870083
3281,social,64,bangrak,56,siam,44,378150
3282,tvshow,116,isolate,35,wahkor,14,1297420
3283,korea,34,isolate,1,blueplanet,1,608987
3284,chalermthai,37,tvshow,34,wahkor,17,4032779
3285,sinthorn,197,tvshow,12,chalermthai,7,344542
3286,bangrak,10,lumpini,4,social,4,768016
3287,bangrak,27,siam,15,social,1,2309457
3288,silom,67,lumpini,33,social,27,589347
3289,blueplanet,39,klaibann,5,region,5,4626727
3290,isolate,57,tvshow,52,chalermkrung,38,219931
3291,siliconvalley,5,mbk,5,silom,1,370519
3292,siam,45,bangrak,44,isolate,19,4564485
3293,isolate,46,chalermkrung,7,chalermthai,2,169015
3294,rajdumnern,76,library,2,klaibann,2,4668682
3295,sinthorn,55,tvshow,15,wahkor,14,4816
3296,ratchada,10,mbk,3,0,0,160253
3297,korea,80,isolate,17,tvshow,11,1544060
3298,rajdumnern,228,blueplanet,42,social,17,602392
3299,ratchada,15,isolate,14,siliconvalley,13,910650
3300,cartoon,93,supachalasai,55,chalermthai,29,548167
3301,horoscope,102,tvshow,23,social,12,1552083
3302,siam,14,bangrak,4,isolate,2,4674817
3303,tvshow,66,social,6,lumpini,4,552063
3304,region,32,tvshow,31,korea,15,747682
3305,sinthorn,80,wahkor,34,silom,16,160760
3306,camera,21,gallery,14,religious,2,603885
3307,isolate,46,chalermkrung,10,tvshow,7,288810
3308,supachalasai,75,wahkor,5,tvshow,4,345117
3309,isolate,121,chalermkrung,22,social,2,605403
3310,sinthorn,175,social,11,gadget,8,351161
3311,supachalasai,25,tvshow,2,region,1,182557
3312,supachalasai,90,ratchada,20,chalermthai,17,341519
3313,social,46,sinthorn,41,silom,15,541433
3314,camera,40,cartoon,29,tvshow,25,3067363
3315,siam,37,beauty,25,tvshow,21,3063133
3316,supachalasai,50,lumpini,2,siliconvalley,1,295319
3317,wahkor,71,ratchada,24,camera,11,184354
3318,supachalasai,64,isolate,27,social,11,604132
3319,home,36,sinthorn,33,silom,2,1705253
3320,isolate,115,chalermkrung,19,ratchada,4,922397
3321,sinthorn,87,pantip,5,silom,3,771708
3322,tvshow,35,blueplanet,9,korea,3,412588
3323,bangrak,20,siam,8,cartoon,1,2601475
3324,supachalasai,77,isolate,3,siliconvalley,3,3290796
3325,mbk,66,tvshow,31,social,25,714940
3326,home,86,gadget,9,ratchada,5,414877
3327,rajdumnern,205,sinthorn,41,pantip,4,4444411
3328,supachalasai,37,region,1,food,1,3471386
3329,ratchada,44,social,8,sinthorn,7,415073
3330,gallery,9,camera,8,food,8,21128
3331,horoscope,23,ratchada,3,region,1,3469169
3332,sinthorn,19,social,14,lumpini,12,4669881
3333,supachalasai,81,chalermthai,45,cartoon,6,346872
3334,chalermthai,91,cartoon,15,tvshow,14,706975
3335,sinthorn,58,silom,12,mbk,8,237187
3336,wahkor,105,region,103,supachalasai,73,419710
3337,supachalasai,58,tvshow,41,silom,17,110568
3338,horoscope,23,tvshow,19,social,17,785018
3339,wahkor,70,tvshow,58,region,58,2613564
3340,korea,153,silom,39,isolate,27,424434
3341,tvshow,303,library,44,chalermthai,26,2448910
3342,blueplanet,78,klaibann,69,ratchada,2,1044467
3343,supachalasai,64,tvshow,4,bangrak,3,2447175
3344,bangrak,23,social,13,siam,13,1043506
3345,ratchada,81,social,13,blueplanet,9,342858
3346,supachalasai,50,chalermthai,2,rajdumnern,1,2414059
3347,sinthorn,178,silom,29,social,24,247609
3348,tvshow,75,food,4,lumpini,4,4570792
3349,supachalasai,10,lumpini,1,library,1,178818
3350,bangrak,108,siam,94,social,16,994205
3351,tvshow,116,korea,37,social,26,1346163
3352,beauty,11,social,8,horoscope,7,3731567
3353,food,48,library,21,wahkor,8,4662953
3354,tvshow,62,food,18,lumpini,15,824205
3355,social,12,lumpini,12,food,6,4463628
3356,chalermkrung,18,tvshow,17,mbk,14,711146
3357,tvshow,40,social,25,chalermthai,15,93289
3358,home,14,wahkor,10,library,3,328350
3359,klaibann,27,supachalasai,15,blueplanet,11,348671
3360,ratchada,25,gadget,2,lumpini,2,710316
3361,tvshow,15,region,10,wahkor,10,418361
3362,supachalasai,112,chalermthai,16,isolate,10,350555
3363,korea,88,isolate,30,chalermkrung,8,780151
3364,cartoon,121,chalermthai,34,library,8,2594254
3365,tvshow,145,chalermkrung,18,beauty,4,96286
3366,social,45,food,29,home,22,794051
3367,chalermthai,53,supachalasai,50,bangrak,29,389541
3368,chalermthai,50,supachalasai,20,camera,12,103301
3369,bangrak,62,siam,27,social,2,4509582
3370,religious,43,horoscope,9,siam,4,3779821
3371,bangrak,40,siam,35,sinthorn,4,1012100
3372,silom,47,social,46,supachalasai,30,4637134
3373,social,98,wahkor,90,ratchada,37,369129
3374,isolate,75,chalermkrung,24,social,2,389359
3375,cartoon,74,chalermthai,25,siliconvalley,5,2326781
3376,supachalasai,2,mbk,1,bangrak,1,3774552
3377,cartoon,41,library,15,chalermthai,12,4502559
3378,ratchada,38,siliconvalley,5,blueplanet,5,1281976
3379,tvshow,91,social,47,silom,34,98600
3380,korea,28,isolate,2,0,0,2222126
3381,blueplanet,77,sinthorn,30,silom,17,367892
3382,social,55,sinthorn,25,silom,23,4496619
3383,beauty,17,lumpini,4,library,2,250283
3384,supachalasai,50,food,12,tvshow,4,104763
3385,tvshow,73,chalermthai,4,social,4,4589705
3386,chalermthai,29,cartoon,3,tvshow,1,2217820
3387,bangrak,22,siam,20,wahkor,18,4677934
3388,wahkor,11,sinthorn,10,bangrak,8,89145
3389,tvshow,48,isolate,28,chalermkrung,10,4541825
3390,social,23,library,20,siam,19,4677331
3391,blueplanet,37,ratchada,37,region,7,3437780
3392,blueplanet,16,tvshow,6,sinthorn,2,2281489
3393,siam,93,bangrak,76,tvshow,20,381673
3394,sinthorn,90,mbk,1,0,0,177467
3395,library,57,wahkor,31,cartoon,28,2530924
3396,siam,17,bangrak,14,social,10,4641380
3397,sinthorn,78,home,2,isolate,1,3794307
3398,supachalasai,66,beauty,12,siam,3,1295127
3399,sinthorn,101,ratchada,7,silom,6,805860
3400,jatujak,135,wahkor,6,library,5,745331
3401,tvshow,22,social,3,food,2,4532700
3402,cartoon,53,isolate,13,chalermthai,3,4539335
3403,food,39,supachalasai,26,chalermthai,12,2308431
3404,horoscope,140,region,11,siam,4,4663932
3405,food,73,blueplanet,42,beauty,21,3225186
3406,supachalasai,32,social,18,home,13,158994
3407,home,88,social,9,sinthorn,6,733947
3408,siam,19,bangrak,17,horoscope,1,4677700
3409,korea,34,tvshow,30,blueplanet,20,387507
3410,writer,96,library,13,chalermkrung,10,2246341
3411,jatujak,77,social,32,supachalasai,21,372089
3412,tvshow,81,supachalasai,8,mbk,3,4494227
3413,tvshow,18,sinthorn,2,0,0,249211
3414,sinthorn,85,silom,5,social,4,51177
3415,korea,69,siam,56,bangrak,53,1322824
3416,bangrak,70,siam,49,social,24,4663623
3417,silom,60,social,53,siam,19,756178
3418,sinthorn,42,social,1,0,0,2272944
3419,cartoon,37,isolate,16,siam,1,4557905
3420,wahkor,12,tvshow,6,region,3,359385
3421,bangrak,26,siam,24,beauty,2,4478949
3422,cartoon,157,wahkor,45,siliconvalley,32,95571
3423,family,14,food,8,bangrak,8,356419
3424,supachalasai,36,religious,2,klaibann,2,354067
3425,siam,15,lumpini,13,social,3,4634460
3426,bangrak,184,siam,111,social,13,336848
3427,camera,50,gallery,27,tvshow,1,248854
3428,siliconvalley,81,cartoon,35,mbk,20,238813
3429,food,82,supachalasai,20,blueplanet,19,353578
3430,sinthorn,91,ratchada,69,supachalasai,58,4633929
3431,family,21,library,18,tvshow,8,107727
3432,tvshow,120,pantip,9,korea,3,2389634
3433,supachalasai,26,ratchada,2,tvshow,1,4563954
3434,tvshow,25,social,10,siam,6,4474435
3435,bangrak,31,siam,23,rajdumnern,19,4473229
3436,isolate,39,chalermkrung,21,chalermthai,11,817090
3437,supachalasai,57,chalermkrung,23,ratchada,4,4554937
3438,bangrak,82,blueplanet,54,siam,43,3521065
3439,supachalasai,88,tvshow,26,beauty,1,2204658
3440,rajdumnern,44,wahkor,16,mbk,9,4551007
3441,beauty,3,blueplanet,2,bangrak,1,2335591
3442,bangrak,20,siam,20,isolate,2,4663808
3443,wahkor,39,siliconvalley,10,library,10,395754
3444,supachalasai,62,silom,57,library,45,97495
3445,sinthorn,76,silom,1,social,1,337618
3446,tvshow,22,chalermthai,9,wahkor,4,51481
3447,korea,82,tvshow,12,isolate,7,159477
3448,korea,179,chalermkrung,16,isolate,5,752161
3449,supachalasai,205,tvshow,12,wahkor,5,726307
3450,chalermthai,9,supachalasai,1,0,0,2559681
3451,tvshow,35,wahkor,24,silom,21,1318258
3452,tvshow,89,korea,36,lumpini,32,2207654
3453,isolate,47,korea,16,chalermkrung,7,4553832
3454,blueplanet,63,supachalasai,50,mbk,43,161359
3455,blueplanet,19,home,12,tvshow,10,97036
3456,sinthorn,45,blueplanet,14,tvshow,8,159541
3457,supachalasai,32,sinthorn,20,home,7,250374
3458,tvshow,55,pantip,1,0,0,4597452
3459,chalermthai,54,cartoon,32,tvshow,29,222198
3460,sinthorn,27,tvshow,15,social,6,789541
3461,beauty,25,tvshow,5,korea,4,3882764
3462,cartoon,27,ratchada,15,wahkor,14,646826
3463,chalermkrung,16,korea,8,bangrak,6,2850889
3464,korea,123,chalermkrung,43,tvshow,21,4658078
3465,tvshow,45,korea,3,social,2,912466
3466,siliconvalley,38,home,27,social,12,308973
3467,isolate,55,chalermkrung,19,korea,19,216333
3468,social,19,library,17,siam,16,309138
3469,beauty,20,lumpini,3,klaibann,1,4043712
3470,ratchada,55,wahkor,50,rajdumnern,33,304217
3471,religious,37,siam,3,social,3,4655877
3472,sinthorn,69,bangrak,49,siam,29,83024
3473,lumpini,20,ratchada,16,horoscope,14,647419
3474,isolate,91,bangrak,56,siam,38,244066
3475,sinthorn,96,silom,7,blueplanet,6,83438
3476,korea,90,isolate,14,chalermkrung,4,4038558
3477,mbk,28,social,21,silom,3,554230
3478,ratchada,36,supachalasai,23,blueplanet,13,182861
3479,lumpini,20,blueplanet,19,food,4,37506
3480,tvshow,21,chalermthai,3,lumpini,1,3046297
3481,bangrak,71,siam,46,beauty,42,908468
3482,tvshow,73,wahkor,34,region,30,1776340
3483,bangrak,24,siam,24,social,24,4054946
3484,tvshow,22,social,7,korea,4,4054969
3485,sinthorn,166,silom,18,bangrak,16,557708
3486,silom,11,sinthorn,11,bangrak,5,2863496
3487,tvshow,8,korea,3,pantip,2,1563989
3488,supachalasai,32,isolate,7,silom,6,3594543
3489,isolate,56,chalermkrung,10,art,1,1764415
3490,supachalasai,59,ratchada,38,food,10,1168961
3491,home,71,social,20,wahkor,18,3041440
3492,food,30,social,25,sinthorn,21,2868972
3493,wahkor,23,library,6,isolate,5,4667355
3494,supachalasai,18,blueplanet,17,cartoon,14,538932
3495,ratchada,49,sinthorn,6,social,5,83451
3496,sinthorn,5,food,3,lumpini,2,2825566
3497,chalermkrung,33,siam,10,horoscope,7,1497980
3498,cartoon,64,chalermthai,6,isolate,2,4343057
3499,supachalasai,19,wahkor,1,food,1,659764
3500,siam,13,library,5,isolate,3,4611726
3501,isolate,69,chalermkrung,16,jatujak,9,166263
3502,bangrak,62,siam,21,jatujak,16,4666296
3503,siam,10,beauty,9,pantip,1,3323502
3504,home,43,social,39,blueplanet,34,3324463
3505,chalermkrung,58,blueplanet,40,isolate,26,1495574
3506,korea,38,klaibann,2,chalermkrung,2,4019046
3507,bangrak,22,social,20,silom,16,4329474
3508,supachalasai,22,mbk,4,social,1,4019480
3509,library,23,isolate,21,food,19,656623
3510,blueplanet,66,food,47,social,22,527008
3511,cartoon,15,isolate,4,pantip,1,4669673
3512,silom,48,sinthorn,22,social,10,276148
3513,tvshow,37,bangrak,11,beauty,7,1106473
3514,sinthorn,4,beauty,3,lumpini,3,1902613
3515,supachalasai,35,jatujak,4,siliconvalley,1,4028847
3516,isolate,18,0,0,0,0,4316306
3517,tvshow,107,chalermthai,4,mbk,2,4311879
3518,wahkor,47,ratchada,30,home,15,531745
3519,gadget,28,siliconvalley,10,home,10,1877359
3520,supachalasai,54,social,53,tvshow,26,128926
3521,ratchada,158,social,75,sinthorn,54,651925
3522,beauty,6,region,2,0,0,4032405
3523,ratchada,40,social,4,region,3,931413
3524,chalermthai,45,tvshow,10,social,4,310369
3525,sinthorn,75,silom,11,mbk,8,1518124
3526,chalermthai,60,cartoon,39,tvshow,13,856750
3527,sinthorn,108,home,2,lumpini,1,3074860
3528,sinthorn,87,region,4,social,3,635116
3529,mbk,34,food,22,tvshow,20,632749
3530,social,5,isolate,2,cartoon,1,4345152
3531,supachalasai,42,beauty,1,siam,1,4620504
3532,korea,59,blueplanet,17,food,9,220899
3533,bangrak,100,siam,64,blueplanet,59,1684710
3534,family,46,lumpini,14,siam,3,597799
3535,ratchada,10,0,0,0,0,4182679
3536,blueplanet,72,gallery,47,klaibann,8,615472
3537,supachalasai,15,bangrak,6,silom,5,4105585
3538,sinthorn,142,silom,10,social,9,593777
3539,isolate,55,chalermkrung,16,family,2,632640
3540,home,40,silom,9,isolate,9,222959
3541,cartoon,90,chalermthai,45,social,27,144507
3542,bangrak,5,isolate,4,siam,4,3368186
3543,bangrak,48,siam,23,social,7,592576
3544,sinthorn,36,home,5,lumpini,4,299656
3545,tvshow,39,region,32,wahkor,31,144260
3546,blueplanet,13,ratchada,11,mbk,8,4176781
3547,tvshow,437,pantip,16,region,5,1683165
3548,ratchada,18,region,4,isolate,2,4176080
3549,ratchada,109,social,10,sinthorn,3,147712
3550,religious,51,library,14,horoscope,5,4622097
3551,bangrak,61,siam,34,social,20,4164148
3552,tvshow,232,beauty,30,supachalasai,12,2938660
3553,social,28,family,3,mbk,2,4669525
3554,food,108,home,26,lumpini,20,2950392
3555,sinthorn,25,ratchada,21,social,18,4121612
3556,sinthorn,125,social,5,lumpini,4,258727
3557,siam,24,bangrak,11,siliconvalley,8,3633323
3558,supachalasai,52,tvshow,14,food,5,4145304
3559,ratchada,55,supachalasai,31,blueplanet,6,1657722
3560,home,17,ratchada,4,social,3,221776
3561,klaibann,36,blueplanet,22,tvshow,6,608681
3562,social,13,cartoon,10,ratchada,9,4132485
3563,sinthorn,124,chalermthai,37,supachalasai,9,2987677
3564,sinthorn,161,wahkor,25,silom,14,1690170
3565,sinthorn,56,region,10,blueplanet,8,591661
3566,rajdumnern,44,lumpini,1,0,0,1157485
3567,supachalasai,48,jatujak,3,tvshow,2,291074
3568,home,43,lumpini,23,ratchada,18,141909
3569,blueplanet,22,beauty,3,klaibann,2,632129
3570,supachalasai,25,0,0,0,0,572111
3571,horoscope,47,ratchada,14,sinthorn,1,4235349
3572,supachalasai,61,lumpini,59,family,28,37839
3573,religious,44,horoscope,10,siam,9,149454
3574,supachalasai,30,blueplanet,18,tvshow,13,630164
3575,bangrak,19,ratchada,8,siam,6,4231758
3576,blueplanet,40,klaibann,5,sinthorn,2,3719730
3577,tvshow,20,wahkor,14,isolate,13,894611
3578,silom,20,sinthorn,18,library,16,2890556
3579,lumpini,7,theoldsiam,4,0,0,4675212
3580,tvshow,126,wahkor,18,region,10,629523
3581,supachalasai,19,0,0,0,0,1603815
3582,social,32,library,25,lumpini,17,144076
3583,wahkor,87,siliconvalley,39,tvshow,37,142811
3584,home,139,family,36,social,25,292183
3585,bangrak,106,siam,40,isolate,35,4213083
3586,silom,79,library,59,blueplanet,44,3003061
3587,siam,3,religious,2,family,1,259621
3588,rajdumnern,26,0,0,0,0,3000022
3589,korea,16,chalermkrung,8,siliconvalley,2,584236
3590,bangrak,9,siam,9,0,0,4675084
3591,ratchada,54,siliconvalley,19,sinthorn,5,585489
3592,korea,115,tvshow,21,supachalasai,18,186254
3593,gadget,28,wahkor,16,siliconvalley,11,4667274
3594,korea,70,blueplanet,55,lumpini,16,886410
3595,ratchada,43,blueplanet,18,region,8,2993243
3596,sinthorn,142,silom,24,social,23,1122250
3597,tvshow,48,korea,2,chalermkrung,2,661047
3598,mbk,51,gadget,32,siliconvalley,31,527950
3599,theoldsiam,6,klaibann,5,sinthorn,4,4627997
3600,religious,67,social,16,wahkor,12,2682277
3601,sinthorn,113,social,6,silom,4,686959
3602,mbk,49,sinthorn,4,silom,3,118296
3603,korea,157,isolate,34,tvshow,3,968615
3604,korea,202,isolate,20,tvshow,14,3925317
3605,sinthorn,93,social,4,chalermthai,3,970729
3606,supachalasai,14,region,8,social,7,2061221
3607,silom,34,sinthorn,26,social,12,462765
3608,rajdumnern,115,supachalasai,52,siliconvalley,12,3946946
3609,social,15,silom,7,bangrak,7,688454
3610,supachalasai,28,tvshow,5,0,0,3417889
3611,supachalasai,34,camera,25,mbk,15,1402949
3612,siliconvalley,93,mbk,9,silom,6,208807
3613,tvshow,80,region,8,wahkor,7,459334
3614,supachalasai,62,tvshow,2,social,1,55985
3615,tvshow,72,region,7,social,5,191975
3616,tvshow,44,social,31,supachalasai,28,685516
3617,supachalasai,110,sinthorn,11,tvshow,10,2052977
3618,korea,29,siam,20,isolate,12,4669768
3619,ratchada,54,supachalasai,46,social,21,4404930
3620,sinthorn,13,0,0,0,0,1197035
3621,korea,105,chalermkrung,21,tvshow,8,209613
3622,supachalasai,113,wahkor,16,library,10,682339
3623,supachalasai,91,tvshow,7,wahkor,6,1421108
3624,tvshow,23,0,0,0,0,4665620
3625,supachalasai,34,lumpini,2,tvshow,1,319750
3626,sinthorn,60,bangrak,57,social,54,180479
3627,korea,67,chalermkrung,11,tvshow,10,961616
3628,blueplanet,37,siam,2,social,2,3134530
3629,siam,52,bangrak,15,beauty,12,4137410
3630,korea,72,chalermkrung,20,tvshow,14,4391030
3631,social,56,cartoon,30,lumpini,19,121129
3632,sinthorn,85,tvshow,10,korea,9,167585
3633,library,49,siam,33,siliconvalley,15,4630647
3634,sinthorn,224,bangrak,7,mbk,2,457511
3635,supachalasai,130,ratchada,123,mbk,72,2637471
3636,tvshow,112,korea,12,supachalasai,5,3684259
3637,horoscope,15,beauty,11,wahkor,5,433220
3638,library,58,social,18,jatujak,11,705009
3639,wahkor,24,religious,12,klaibann,12,4667734
3640,religious,54,social,1,horoscope,1,155718
3641,korea,28,tvshow,13,blueplanet,3,3888936
3642,wahkor,78,library,32,siam,7,2627816
3643,siliconvalley,30,isolate,3,mbk,1,2145826
3644,korea,136,chalermthai,8,beauty,6,3895031
3645,siam,40,bangrak,13,supachalasai,9,4441880
3646,silom,38,wahkor,26,isolate,10,4602004
3647,supachalasai,26,siam,2,tvshow,2,4671006
3648,ratchada,16,social,15,blueplanet,4,4654137
3649,supachalasai,58,pantip,1,wahkor,1,703495
3650,siam,73,bangrak,47,silom,25,1370139
3651,lumpini,31,theoldsiam,17,sinthorn,12,2080875
3652,supachalasai,124,korea,48,tvshow,9,2124647
3653,rajdumnern,122,social,3,ratchada,2,446823
3654,sinthorn,45,silom,43,social,32,449107
3655,silom,13,beauty,12,art,8,4434285
3656,korea,1023,isolate,46,chalermkrung,44,3904565
3657,tvshow,13,0,0,0,0,4434170
3658,sinthorn,74,mbk,9,silom,8,2657761
3659,supachalasai,76,cartoon,31,lumpini,7,192494
3660,isolate,45,chalermkrung,25,tvshow,11,4428385
3661,lumpini,23,silom,19,supachalasai,11,831222
3662,supachalasai,56,tvshow,4,lumpini,2,456751
3663,religious,147,library,28,horoscope,22,1200061
3664,jatujak,28,beauty,7,isolate,5,691833
3665,silom,4,siam,2,library,2,3152419
3666,tvshow,10,food,8,social,7,280534
3667,wahkor,59,camera,23,library,20,2045462
3668,social,45,tvshow,29,family,17,280933
3669,tvshow,178,food,126,beauty,122,844574
3670,tvshow,59,social,37,supachalasai,29,674942
3671,ratchada,36,home,29,jatujak,17,228995
3672,korea,25,chalermkrung,7,0,0,315461
3673,food,41,home,38,supachalasai,23,511199
3674,social,8,family,6,sinthorn,4,4371263
3675,blueplanet,30,region,22,gallery,8,1466537
3676,rajdumnern,29,siliconvalley,22,mbk,12,4355288
3677,isolate,46,chalermkrung,10,korea,8,3557724
3678,blueplanet,20,sinthorn,10,isolate,2,316306
3679,sinthorn,28,social,13,home,8,3984828
3680,supachalasai,45,wahkor,1,blueplanet,1,152789
3681,chalermkrung,21,supachalasai,9,wahkor,9,507257
3682,camera,61,gallery,9,blueplanet,2,671161
3683,supachalasai,110,tvshow,103,chalermthai,47,670896
3684,ratchada,43,supachalasai,28,tvshow,27,283762
3685,home,19,sinthorn,8,social,3,318491
3686,food,112,tvshow,28,lumpini,19,1449886
3687,mbk,37,siliconvalley,21,tvshow,2,3117062
3688,food,146,lumpini,22,tvshow,22,35477
3689,tvshow,62,region,61,wahkor,60,1949282
3690,tvshow,139,pantip,9,chalermkrung,5,3313537
3691,korea,92,isolate,5,tvshow,3,315392
3692,sinthorn,161,siliconvalley,12,siam,11,152880
3693,korea,83,chalermkrung,3,tvshow,2,675151
3694,isolate,86,supachalasai,43,camera,33,124120
3695,isolate,43,chalermkrung,11,korea,10,2729512
3696,blueplanet,12,tvshow,10,food,9,490060
3697,home,10,supachalasai,8,sinthorn,5,675225
3698,siam,22,ratchada,20,bangrak,2,4676253
3699,religious,24,tvshow,2,wahkor,2,839116
3700,isolate,105,chalermkrung,17,supachalasai,4,955324
3701,korea,66,chalermkrung,3,tvshow,2,3567462
3702,tvshow,124,beauty,9,pantip,9,122004
3703,bangrak,30,siam,30,mbk,1,3661759
3704,beauty,17,siam,4,bangrak,1,3953087
3705,religious,143,library,16,social,16,1474415
3706,ratchada,71,supachalasai,22,blueplanet,13,166397
3707,korea,61,food,24,tvshow,7,869234
3708,wahkor,30,mbk,29,lumpini,24,168541
3709,sinthorn,53,silom,1,social,1,3658929
3710,sinthorn,30,silom,5,horoscope,4,870687
3711,supachalasai,173,korea,47,cartoon,26,1200199
3712,wahkor,121,sinthorn,33,library,23,933113
3713,isolate,37,rajdumnern,28,social,18,4644986
3714,supachalasai,196,social,108,tvshow,23,1139593
3715,sinthorn,46,supachalasai,16,library,7,946642
3716,blueplanet,56,silom,5,klaibann,4,1076486
3717,lumpini,51,beauty,5,family,3,3718555
3718,ratchada,44,social,20,sinthorn,9,1151810
3719,sinthorn,32,supachalasai,21,home,12,1139895
3720,blueplanet,24,supachalasai,19,home,18,1145972
3721,chalermthai,19,cartoon,5,tvshow,1,854948
3722,silom,8,library,1,0,0,1219184
3723,mbk,18,family,13,social,10,1003868
3724,tvshow,47,social,39,food,29,258617
3725,food,89,chalermthai,11,cartoon,9,263735
3726,beauty,35,food,23,tvshow,13,845665
3727,sinthorn,42,ratchada,22,social,10,172357
3728,korea,76,library,3,tvshow,1,1129824
3729,supachalasai,38,home,4,chalermthai,1,3362515
3730,siam,44,horoscope,43,bangrak,32,1067711
3731,isolate,97,chalermkrung,20,chalermthai,4,1143692
3732,home,78,food,21,social,12,168017
3733,supachalasai,42,silom,8,sinthorn,6,3627932
3734,korea,51,chalermkrung,2,tvshow,2,938511
3735,korea,40,chalermkrung,2,silom,1,3296045
3736,supachalasai,31,region,8,tvshow,7,240682
3737,social,27,religious,19,ratchada,18,3470033
3738,isolate,20,chalermkrung,8,religious,3,796655
3739,bangrak,439,siam,260,social,33,1027354
3740,family,45,social,45,silom,24,165417
3741,home,14,lumpini,7,social,4,1054070
3742,blueplanet,41,klaibann,4,camera,1,1205853
3743,mbk,11,siliconvalley,2,social,2,799062
3744,isolate,50,chalermkrung,16,tvshow,2,965520
3745,sinthorn,78,supachalasai,8,ratchada,3,255532
3746,social,21,siam,12,lumpini,8,1171786
3747,supachalasai,45,ratchada,1,blueplanet,1,836318
3748,supachalasai,41,isolate,9,chalermkrung,4,256558
3749,rajdumnern,16,wahkor,4,blueplanet,4,69414
3750,siam,30,bangrak,27,lumpini,17,165722
3751,ratchada,29,silom,12,food,12,3302160
3752,supachalasai,31,library,16,siliconvalley,12,165663
3753,cartoon,8,food,7,social,7,3408335
3754,silom,49,social,16,sinthorn,13,858589
3755,library,59,isolate,38,writer,37,3550208
3756,isolate,27,supachalasai,6,chalermkrung,4,3449792
3757,rajdumnern,29,social,1,library,1,3593712
3758,wahkor,33,social,33,tvshow,27,3384114
3759,supachalasai,18,ratchada,13,social,11,3522870
3760,tvshow,94,region,76,wahkor,66,256192
3761,korea,41,tvshow,14,chalermkrung,8,3417868
3762,korea,79,tvshow,22,isolate,8,3556959
3763,blueplanet,70,tvshow,33,klaibann,17,166819
3764,silom,23,sinthorn,22,region,1,3284109
3765,lumpini,118,isolate,10,social,8,978897
3766,korea,67,tvshow,40,bangrak,3,257727
3767,cartoon,88,chalermthai,28,siliconvalley,16,257563
3768,religious,57,library,14,tvshow,9,1119126
3769,cartoon,57,supachalasai,47,chalermthai,7,262894
3770,korea,28,isolate,7,chalermkrung,3,1024579
3771,siliconvalley,78,tvshow,20,mbk,6,797780
3772,ratchada,9,0,0,0,0,264255
3773,lumpini,26,social,25,beauty,9,4641524
3774,wahkor,17,sinthorn,10,supachalasai,8,163859
3775,korea,45,0,0,0,0,1230871
3776,tvshow,37,pantip,5,wahkor,1,1226073
3777,sinthorn,71,home,1,horoscope,1,892034
3778,blueplanet,67,klaibann,67,0,0,4668093
3779,horoscope,61,siam,12,lumpini,3,1198007
3780,korea,50,tvshow,29,isolate,9,833805
3781,supachalasai,53,ratchada,16,isolate,4,3582885
3782,siam,24,bangrak,23,social,13,1205055
3783,social,5,ratchada,5,food,5,169457
3784,food,93,beauty,48,home,45,1078823
3785,food,24,blueplanet,8,lumpini,7,295195
3786,ratchada,13,blueplanet,9,region,2,149267
3787,library,142,cartoon,49,wahkor,36,593272
3788,social,40,ratchada,34,home,33,431662
3789,lumpini,16,silom,4,theoldsiam,3,2163112
