,0,1,2,3,4,5,mid
8874,cartoon,43,chalermthai,5,siam,2,971489
8875,korea,18,chalermkrung,2,home,2,3914613
8876,korea,188,chalermkrung,12,tvshow,8,3908410
8877,ratchada,23,korea,16,sinthorn,6,549830
8878,tvshow,76,region,31,wahkor,28,1302291
8879,korea,71,isolate,13,chalermkrung,13,1302356
8880,sinthorn,40,library,31,tvshow,31,234278
8881,sinthorn,293,supachalasai,23,silom,18,551192
8882,tvshow,77,wahkor,32,region,29,551074
8883,tvshow,52,supachalasai,34,korea,31,4425595
8884,isolate,68,chalermkrung,15,siam,4,234431
8885,wahkor,89,food,35,library,17,552973
8886,tvshow,56,korea,13,chalermkrung,5,307118
8887,supachalasai,85,tvshow,13,pantip,1,118380
8888,korea,152,isolate,9,beauty,2,4593256
8889,library,79,siam,22,religious,12,2574423
8890,tvshow,232,silom,45,beauty,36,284228
8891,tvshow,145,region,39,wahkor,35,1488802
8892,supachalasai,33,cartoon,28,siliconvalley,6,307334
8893,korea,23,tvshow,9,chalermkrung,8,666129
8894,mbk,21,blueplanet,2,siliconvalley,2,480001
8895,blueplanet,15,bangrak,11,siam,9,284053
8896,tvshow,23,food,17,home,8,2569706
8897,library,78,wahkor,64,tvshow,27,2569475
8898,tvshow,76,food,16,chalermkrung,10,112747
8899,food,48,wahkor,34,social,14,543020
8900,cartoon,37,sinthorn,18,chalermthai,4,276582
8901,korea,47,chalermthai,9,tvshow,3,542779
8902,isolate,85,korea,65,chalermkrung,28,3120456
8903,lumpini,28,social,21,blueplanet,17,319045
8904,korea,91,chalermkrung,22,chalermthai,14,1316881
8905,cartoon,19,lumpini,6,tvshow,5,543557
8906,tvshow,40,supachalasai,12,social,7,482021
8907,supachalasai,90,tvshow,54,home,34,4448460
8908,korea,70,tvshow,32,chalermkrung,5,671218
8909,tvshow,20,social,9,wahkor,8,541957
8910,bangrak,6,silom,5,supachalasai,5,958027
8911,rajdumnern,32,sinthorn,7,siam,1,541820
8912,tvshow,125,blueplanet,10,korea,6,233325
8913,bangrak,36,siam,31,siliconvalley,20,2543753
8914,tvshow,18,social,17,family,12,1303730
8915,korea,58,isolate,57,tvshow,30,1303742
8916,korea,29,tvshow,9,supachalasai,5,668233
8917,wahkor,29,library,26,chalermthai,18,115336
8918,tvshow,89,pantip,6,chalermkrung,5,901580
8919,korea,56,tvshow,3,food,1,546809
8920,lumpini,66,theoldsiam,28,horoscope,5,4590432
8921,korea,42,chalermkrung,33,isolate,24,3117401
8922,wahkor,12,social,4,ratchada,4,546168
8923,korea,49,cartoon,39,chalermthai,5,545991
8924,korea,99,isolate,15,tvshow,7,1363715
8925,korea,7,isolate,3,ratchada,1,4543573
8926,supachalasai,30,blueplanet,20,beauty,10,504715
8927,chalermthai,16,supachalasai,15,sinthorn,10,2374446
8928,korea,62,chalermkrung,4,klaibann,2,315388
8929,cartoon,18,isolate,2,food,2,3804771
8930,ratchada,55,blueplanet,18,tvshow,11,502167
8931,wahkor,75,chalermthai,35,social,34,491454
8932,chalermthai,6,cartoon,6,tvshow,3,1428538
8933,sinthorn,100,supachalasai,32,bangrak,22,2329768
8934,isolate,84,cartoon,78,tvshow,44,255622
8935,isolate,104,chalermkrung,24,chalermthai,16,178468
8936,cartoon,59,social,27,mbk,19,491338
8937,supachalasai,8,chalermkrung,4,chalermthai,3,92667
8938,supachalasai,30,home,15,mbk,12,924314
8939,siam,18,bangrak,16,blueplanet,8,684203
8940,tvshow,7,siam,6,wahkor,3,4535792
8941,sinthorn,33,tvshow,29,lumpini,27,3810392
8942,korea,91,chalermkrung,7,klaibann,6,1411304
8943,korea,45,isolate,4,siam,3,4574894
8944,supachalasai,23,mbk,2,0,0,314546
8945,supachalasai,48,bangrak,24,silom,21,3218235
8946,tvshow,12,wahkor,11,region,11,509733
8947,isolate,86,chalermkrung,29,tvshow,4,279102
8948,korea,114,isolate,9,chalermkrung,6,683888
8949,korea,65,chalermkrung,3,isolate,1,4538498
8950,supachalasai,67,mbk,51,siliconvalley,36,2384664
8951,wahkor,5,tvshow,4,region,4,200472
8952,isolate,163,supachalasai,69,chalermkrung,16,255367
8953,isolate,70,chalermkrung,12,korea,10,3188919
8954,ratchada,42,supachalasai,24,siliconvalley,17,158209
8955,korea,106,chalermkrung,15,tvshow,10,3766891
8956,korea,51,tvshow,28,food,25,507393
8957,chalermthai,19,silom,3,ratchada,2,2386549
8958,wahkor,28,ratchada,20,sinthorn,18,497510
8959,supachalasai,121,sinthorn,74,wahkor,13,228941
8960,siliconvalley,18,supachalasai,8,wahkor,7,228929
8961,chalermkrung,5,tvshow,3,siam,2,1443131
8962,tvshow,85,korea,21,social,3,255848
8963,tvshow,39,social,7,supachalasai,4,201240
8964,cartoon,39,social,21,ratchada,16,915923
8965,0,0,0,0,0,0,229004
8966,tvshow,22,food,13,korea,10,496771
8967,cartoon,20,chalermthai,14,food,12,317137
8968,tvshow,23,sinthorn,18,silom,17,690274
8969,korea,92,chalermkrung,15,isolate,5,3778812
8970,klaibann,72,siam,27,bangrak,25,3212301
8971,bangrak,16,tvshow,16,silom,16,913804
8972,tvshow,18,korea,17,wahkor,13,2335373
8973,korea,38,chalermkrung,3,blueplanet,2,494904
8974,korea,161,tvshow,22,isolate,17,494756
8975,food,31,home,12,beauty,12,491708
8976,korea,61,isolate,12,chalermkrung,4,2361099
8977,tvshow,19,chalermkrung,16,chalermthai,6,317636
8978,wahkor,32,cartoon,15,library,10,2359357
8979,tvshow,56,library,1,isolate,1,315665
8980,tvshow,63,ratchada,35,home,34,158819
8981,social,40,ratchada,32,chalermthai,26,97571
8982,tvshow,63,beauty,14,social,10,498456
8983,korea,44,wahkor,18,chalermkrung,13,916709
8984,chalermthai,42,mbk,12,social,8,2353654
8985,tvshow,9,chalermthai,5,silom,3,497808
8986,social,24,tvshow,18,food,11,688802
8987,ratchada,15,home,12,social,10,201868
8988,lumpini,20,ratchada,11,bangrak,7,229155
8989,home,22,social,15,sinthorn,15,3773297
8990,siliconvalley,6,home,2,mbk,2,916924
8991,chalermthai,31,ratchada,17,food,16,527459
8992,korea,104,tvshow,88,chalermkrung,13,521645
8993,tvshow,57,ratchada,10,silom,9,2439791
8994,korea,52,chalermkrung,15,isolate,10,3222086
8995,blueplanet,33,food,15,tvshow,13,678950
8996,korea,94,chalermkrung,24,lumpini,12,679351
8997,social,55,tvshow,44,bangrak,25,2434177
8998,ratchada,90,social,52,supachalasai,42,103907
8999,supachalasai,52,wahkor,40,siliconvalley,30,1385324
9000,cartoon,47,jatujak,24,art,8,679703
9001,supachalasai,18,klaibann,9,library,8,2437363
9002,korea,137,tvshow,20,beauty,5,2437173
9003,korea,27,beauty,19,silom,6,519744
9004,blueplanet,45,wahkor,18,social,13,519703
9005,rajdumnern,56,ratchada,8,siliconvalley,6,3847577
9006,tvshow,12,wahkor,10,region,10,518592
9007,supachalasai,69,korea,44,isolate,11,942271
9008,supachalasai,44,wahkor,29,blueplanet,26,198249
9009,sinthorn,1125,jatujak,145,supachalasai,133,677204
9010,tvshow,49,supachalasai,27,blueplanet,22,179723
9011,siliconvalley,16,chalermkrung,10,mbk,3,486589
9012,korea,71,chalermkrung,4,siliconvalley,4,525470
9013,food,39,chalermthai,25,wahkor,25,525370
9014,supachalasai,61,ratchada,25,home,4,4580858
9015,supachalasai,28,tvshow,13,isolate,4,156937
9016,korea,70,chalermkrung,6,isolate,4,1364296
9017,chalermthai,38,cartoon,10,isolate,10,4483510
9018,wahkor,26,library,14,cartoon,8,3152598
9019,home,123,food,75,ratchada,68,525192
9020,chalermthai,8,wahkor,6,tvshow,5,523800
9021,korea,66,isolate,13,chalermkrung,12,523348
9022,food,29,silom,11,blueplanet,10,4579398
9023,tvshow,107,blueplanet,69,region,48,105323
9024,sinthorn,129,social,27,bangrak,27,677643
9025,art,9,cartoon,8,siliconvalley,8,906202
9026,cartoon,26,isolate,3,korea,3,1369803
9027,mbk,81,tvshow,59,food,46,677976
9028,blueplanet,41,wahkor,23,tvshow,22,929456
9029,tvshow,35,supachalasai,30,wahkor,26,314166
9030,tvshow,5,siam,4,chalermkrung,4,3177746
9031,family,6,beauty,5,social,5,3178946
9032,social,68,ratchada,43,wahkor,31,2407150
9033,supachalasai,58,chalermthai,21,cartoon,15,3821624
9034,isolate,37,chalermthai,11,chalermkrung,8,4520078
9035,tvshow,9,sinthorn,6,social,5,513616
9036,cartoon,44,social,30,food,24,1406791
9037,lumpini,13,library,6,social,3,2402277
9038,isolate,10,food,6,home,6,177498
9039,chalermkrung,13,korea,12,isolate,11,510488
9040,supachalasai,36,isolate,35,ratchada,21,200011
9041,korea,40,isolate,6,chalermkrung,4,4531452
9042,klaibann,24,blueplanet,16,library,9,317989
9043,isolate,22,chalermkrung,20,korea,5,4527218
9044,sinthorn,8,food,7,blueplanet,6,177450
9045,korea,44,beauty,18,social,18,4576480
9046,korea,44,siam,20,tvshow,18,488602
9047,chalermthai,23,home,6,supachalasai,3,517231
9048,isolate,33,cartoon,19,korea,12,313335
9049,camera,9,gallery,5,social,4,1390374
9050,isolate,34,chalermkrung,15,tvshow,3,157685
9051,korea,134,isolate,93,chalermkrung,23,3169462
9052,chalermthai,16,cartoon,12,blueplanet,9,199079
9053,social,68,chalermthai,18,siam,16,313210
9054,cartoon,56,chalermthai,7,siliconvalley,2,518027
9055,tvshow,76,food,51,chalermthai,28,279824
9056,isolate,138,chalermkrung,31,korea,8,681198
9057,ratchada,64,rajdumnern,46,region,10,4518046
9058,korea,42,chalermkrung,3,beauty,3,2418564
9059,supachalasai,62,isolate,33,siam,13,489039
9060,korea,57,chalermkrung,14,isolate,11,3219432
9061,social,152,siam,113,bangrak,102,3829810
9062,korea,203,tvshow,13,chalermkrung,12,3762906
9063,siliconvalley,47,supachalasai,35,tvshow,24,2424084
9064,tvshow,86,library,14,chalermthai,11,2423095
9065,tvshow,65,korea,28,blueplanet,14,296205
9066,sinthorn,40,supachalasai,39,blueplanet,31,184426
9067,cartoon,21,sinthorn,7,social,5,606243
9068,korea,44,beauty,10,lumpini,6,605454
9069,sinthorn,9,social,8,food,6,640031
9070,tvshow,20,social,12,food,11,607543
9071,lumpini,49,social,48,tvshow,37,295988
9072,tvshow,75,food,17,social,14,640363
9073,korea,75,tvshow,47,blueplanet,36,1146743
9074,tvshow,48,korea,35,chalermthai,8,641636
9075,korea,132,isolate,14,chalermkrung,9,641561
9076,tvshow,30,wahkor,29,region,27,1145809
9077,tvshow,16,blueplanet,12,supachalasai,8,604703
9078,tvshow,67,social,4,sinthorn,3,4054151
9079,chalermthai,35,home,2,tvshow,2,1144227
9080,bangrak,74,siam,39,social,20,4234883
9081,tvshow,36,blueplanet,17,social,10,1145165
9082,sinthorn,39,home,14,social,6,610771
9083,blueplanet,38,food,16,bangrak,16,1125235
9084,korea,93,isolate,8,chalermkrung,7,1045716
9085,supachalasai,254,wahkor,29,library,22,4070135
9086,tvshow,45,chalermthai,42,korea,18,2828720
9087,cartoon,39,chalermthai,10,tvshow,3,2962507
9088,cartoon,21,tvshow,3,korea,1,1043349
9089,isolate,46,home,22,chalermkrung,19,142904
9090,ratchada,30,supachalasai,24,social,11,608548
9091,wahkor,26,tvshow,12,region,9,4211208
9092,tvshow,22,bangrak,11,region,7,2963565
9093,tvshow,35,region,14,korea,12,608904
9094,tvshow,16,silom,5,social,4,2820432
9095,food,47,social,23,blueplanet,20,188753
9096,korea,50,tvshow,27,horoscope,11,639104
9097,bangrak,104,siam,73,food,25,2990115
9098,tvshow,66,chalermkrung,3,chalermthai,3,4031710
9099,siam,6,family,6,chalermkrung,6,1163594
9100,gadget,7,home,3,tvshow,2,240996
9101,tvshow,8,social,3,supachalasai,3,2989313
9102,tvshow,43,social,6,library,6,597816
9103,tvshow,52,korea,3,social,3,140647
9104,siliconvalley,32,tvshow,23,social,18,1021369
9105,tvshow,75,social,43,blueplanet,24,248890
9106,supachalasai,38,jatujak,12,tvshow,9,645788
9107,tvshow,12,wahkor,2,chalermkrung,1,2994377
9108,korea,38,0,0,0,0,151077
9109,tvshow,52,chalermthai,41,cartoon,41,642259
9110,tvshow,32,chalermthai,5,korea,1,289330
9111,korea,32,siam,1,supachalasai,1,4048493
9112,korea,21,cartoon,12,chalermthai,8,1034238
9113,food,23,siliconvalley,7,social,7,4047024
9114,social,16,supachalasai,5,home,5,1027213
9115,supachalasai,33,mbk,13,tvshow,7,2770930
9116,ratchada,64,supachalasai,56,isolate,55,298169
9117,beauty,49,tvshow,37,sinthorn,12,4037367
9118,cartoon,9,tvshow,8,library,6,1157764
9119,cartoon,14,tvshow,7,silom,3,248554
9120,korea,17,isolate,8,chalermkrung,3,1029164
9121,ratchada,164,tvshow,61,wahkor,24,289937
9122,ratchada,22,blueplanet,12,camera,8,631813
9123,cartoon,11,chalermthai,9,isolate,5,1088151
9124,isolate,37,supachalasai,22,chalermkrung,4,245086
9125,cartoon,31,siliconvalley,2,sinthorn,2,631636
9126,tvshow,7,supachalasai,6,siam,4,622317
9127,korea,24,tvshow,24,beauty,9,246658
9128,korea,94,chalermkrung,7,tvshow,2,4156228
9129,cartoon,17,wahkor,10,social,9,620773
9130,blueplanet,77,sinthorn,60,social,40,145464
9131,silom,47,siliconvalley,40,korea,20,1094491
9132,bangrak,41,family,12,siam,12,187164
9133,isolate,70,chalermkrung,43,silom,36,146053
9134,tvshow,28,supachalasai,2,chalermthai,2,246461
9135,korea,105,chalermkrung,13,tvshow,13,293079
9136,tvshow,40,beauty,7,blueplanet,6,145396
9137,korea,88,lumpini,9,klaibann,4,627320
9138,isolate,41,chalermthai,19,mbk,9,1076349
9139,wahkor,21,tvshow,18,region,10,629726
9140,sinthorn,24,lumpini,21,supachalasai,14,2914885
9141,social,30,tvshow,29,klaibann,22,245861
9142,korea,8,isolate,8,tvshow,8,291867
9143,supachalasai,95,library,49,social,44,1072000
9144,food,21,lumpini,10,beauty,8,147432
9145,tvshow,184,supachalasai,33,wahkor,5,4109403
9146,korea,46,library,6,tvshow,5,291605
9147,wahkor,39,tvshow,24,region,20,625487
9148,supachalasai,74,tvshow,1,0,0,2920054
9149,blueplanet,20,tvshow,14,beauty,8,1068251
9150,tvshow,54,region,33,wahkor,32,147911
9151,social,6,mbk,5,supachalasai,5,292282
9152,camera,84,korea,50,gallery,5,625116
9153,ratchada,42,cartoon,22,social,20,245239
9154,sinthorn,36,silom,19,blueplanet,19,625051
9155,supachalasai,19,social,11,food,6,146988
9156,chalermkrung,12,korea,11,isolate,8,2915791
9157,cartoon,55,chalermthai,5,wahkor,3,1069283
9158,supachalasai,11,chalermthai,8,cartoon,7,147013
9159,social,26,siam,12,cartoon,11,2918561
9160,ratchada,7,blueplanet,4,sinthorn,3,188011
9161,supachalasai,51,tvshow,12,lumpini,4,2947357
9162,korea,84,supachalasai,6,silom,5,1053343
9163,food,36,korea,5,blueplanet,3,144813
9164,tvshow,86,chalermthai,11,social,4,1110434
9165,siam,17,horoscope,17,bangrak,9,2848086
9166,blueplanet,48,region,13,social,13,294521
9167,sinthorn,38,social,2,silom,2,635733
9168,cartoon,15,ratchada,13,social,4,188053
9169,sinthorn,97,social,4,tvshow,2,612340
9170,korea,18,supachalasai,5,camera,3,612499
9171,tvshow,68,supachalasai,28,region,17,1117840
9172,tvshow,66,supachalasai,8,blueplanet,7,637346
9173,korea,143,isolate,24,chalermkrung,9,1120006
9174,social,86,family,26,siam,22,247098
9175,wahkor,16,sinthorn,15,blueplanet,10,144288
9176,library,24,wahkor,18,silom,16,4195193
9177,mbk,4,beauty,3,wahkor,3,613213
9178,korea,54,sinthorn,20,mbk,13,2837965
9179,tvshow,32,cartoon,11,library,6,636982
9180,korea,43,tvshow,16,chalermkrung,13,635514
9181,cartoon,36,chalermthai,29,isolate,11,1100572
9182,korea,196,tvshow,16,isolate,11,4170895
9183,chalermthai,64,cartoon,48,isolate,14,1102273
9184,siam,47,bangrak,29,beauty,13,4168205
9185,social,40,sinthorn,16,ratchada,13,4167993
9186,korea,24,supachalasai,18,siam,14,145328
9187,korea,40,siliconvalley,23,isolate,11,1097789
9188,sinthorn,57,beauty,17,wahkor,16,145289
9189,supachalasai,94,chalermthai,29,mbk,18,1099044
9190,ratchada,29,gadget,11,home,10,294370
9191,korea,53,isolate,5,0,0,4180284
9192,korea,78,siam,25,beauty,17,4178935
9193,korea,36,tvshow,8,chalermkrung,4,246947
9194,wahkor,34,library,28,food,14,4365738
9195,cartoon,35,tvshow,7,chalermthai,4,2630996
9196,ratchada,48,home,25,social,9,1247310
9197,tvshow,26,siam,18,chalermkrung,17,4369382
9198,isolate,74,chalermkrung,15,korea,12,1247405
9199,tvshow,27,chalermthai,11,social,9,2637458
9200,silom,14,bangrak,14,social,8,3958289
9201,chalermkrung,9,blueplanet,4,beauty,3,1240880
9202,tvshow,12,social,9,beauty,6,4363846
9203,chalermthai,25,supachalasai,11,social,9,991658
9204,korea,107,food,37,tvshow,31,659230
9205,tvshow,29,blueplanet,17,home,16,236965
9206,ratchada,14,food,12,wahkor,12,660047
9207,rajdumnern,58,home,2,religious,1,4377103
9208,korea,153,isolate,13,chalermkrung,10,660425
9209,tvshow,43,social,3,supachalasai,1,569588
9210,tvshow,50,korea,3,pantip,3,250909
9211,tvshow,53,bangrak,36,social,28,122721
9212,supachalasai,99,cartoon,80,chalermthai,33,1251701
9213,chalermkrung,6,gallery,1,isolate,1,1232500
9214,korea,113,tvshow,9,isolate,8,2653437
9215,korea,22,tvshow,19,sinthorn,5,656515
9216,ratchada,34,food,28,sinthorn,20,575530
9217,korea,17,tvshow,5,cartoon,2,996881
9218,cartoon,62,chalermthai,21,tvshow,10,302735
9219,siam,9,social,7,jatujak,7,286069
9220,tvshow,36,region,19,wahkor,18,577134
9221,tvshow,31,isolate,29,blueplanet,28,250357
9222,tvshow,12,home,1,0,0,575244
9223,chalermthai,36,tvshow,17,chalermkrung,16,303351
9224,korea,69,isolate,4,chalermkrung,2,573675
9225,korea,33,wahkor,11,mbk,9,2644992
9226,korea,86,chalermthai,4,chalermkrung,3,237596
9227,tvshow,122,home,31,wahkor,27,573951
9228,tvshow,28,wahkor,24,region,22,567562
9229,tvshow,55,supachalasai,52,blueplanet,33,663174
9230,silom,98,social,81,siam,35,980028
9231,tvshow,50,korea,26,supachalasai,21,1274326
9232,tvshow,19,wahkor,19,beauty,14,561763
9233,bangrak,116,siam,62,sinthorn,36,3929606
9234,ratchada,52,sinthorn,24,social,18,975877
9235,supachalasai,47,library,38,wahkor,37,306728
9236,chalermthai,75,tvshow,70,chalermkrung,17,1282426
9237,tvshow,40,food,32,social,23,1275868
9238,chalermkrung,26,isolate,24,siam,18,4401094
9239,korea,14,tvshow,2,0,0,2586624
9240,blueplanet,49,tvshow,11,klaibann,8,1277486
9241,food,27,social,25,bangrak,23,559027
9242,supachalasai,39,cartoon,30,chalermthai,9,558914
9243,bangrak,19,siam,18,lumpini,10,1258583
9244,chalermkrung,13,tvshow,11,korea,10,565728
9245,beauty,34,food,22,tvshow,12,305377
9246,cartoon,26,chalermthai,11,supachalasai,11,3940966
9247,korea,54,social,3,isolate,3,661568
9248,chalermthai,41,cartoon,38,wahkor,3,4379696
9249,tvshow,55,chalermkrung,12,isolate,9,567336
9250,tvshow,37,beauty,3,lumpini,2,2614423
9251,isolate,56,chalermkrung,21,chalermthai,1,4392839
9252,food,28,blueplanet,7,tvshow,6,563967
9253,isolate,90,chalermkrung,20,sinthorn,3,4391509
9254,chalermthai,26,cartoon,12,supachalasai,11,1265763
9255,chalermkrung,24,isolate,11,korea,8,981252
9256,supachalasai,62,korea,58,chalermkrung,1,662461
9257,ratchada,43,supachalasai,31,social,25,562969
9258,supachalasai,115,cartoon,49,tvshow,8,1263515
9259,chalermthai,21,supachalasai,9,cartoon,6,564237
9260,tvshow,130,wahkor,5,social,5,300052
9261,cartoon,14,silom,9,wahkor,9,287343
9262,korea,54,isolate,2,tvshow,2,191190
9263,tvshow,32,siliconvalley,4,chalermthai,4,3009217
9264,silom,22,bangrak,17,wahkor,13,590611
9265,tvshow,28,wahkor,16,region,16,4012892
9266,food,18,ratchada,13,blueplanet,7,183524
9267,cartoon,11,siam,10,lumpini,5,3011044
9268,chalermthai,13,ratchada,5,siliconvalley,3,4012105
9269,cartoon,34,library,10,siliconvalley,8,1201109
9270,supachalasai,28,camera,9,tvshow,4,300719
9271,social,53,sinthorn,30,supachalasai,29,588143
9272,blueplanet,37,klaibann,35,korea,23,1180808
9273,tvshow,64,supachalasai,6,blueplanet,6,299154
9274,korea,43,siliconvalley,26,cartoon,22,593126
9275,korea,39,chalermkrung,12,blueplanet,10,288271
9276,tvshow,59,home,31,bangrak,20,1015023
9277,tvshow,59,wahkor,49,region,34,591131
9278,tvshow,53,food,25,bangrak,16,1188879
9279,chalermkrung,40,korea,22,klaibann,1,1184099
9280,korea,98,tvshow,9,chalermthai,5,591995
9281,chalermthai,47,tvshow,40,supachalasai,35,3005593
9282,home,33,cartoon,24,social,8,592297
9283,silom,45,horoscope,30,social,21,4290277
9284,sinthorn,95,silom,41,social,31,299661
9285,blueplanet,108,social,33,klaibann,21,126745
9286,isolate,54,chalermkrung,28,korea,13,580999
9287,korea,18,silom,15,horoscope,15,2675228
9288,isolate,39,tvshow,17,chalermkrung,15,1221151
9289,silom,8,bangrak,7,wahkor,7,2672246
9290,wahkor,57,sinthorn,44,library,21,1002381
9291,supachalasai,62,chalermthai,13,blueplanet,10,1216471
9292,tvshow,127,korea,14,siliconvalley,4,301975
9293,tvshow,97,silom,31,ratchada,27,192074
9294,supachalasai,50,isolate,43,cartoon,16,3044111
9295,klaibann,11,tvshow,6,library,5,577830
9296,bangrak,34,siam,30,silom,27,1228730
9297,family,23,tvshow,6,siam,6,302198
9298,supachalasai,23,social,9,tvshow,8,2667956
9299,ratchada,32,chalermthai,9,cartoon,9,127110
9300,blueplanet,14,sinthorn,9,gallery,2,249643
9301,supachalasai,14,home,7,jatujak,3,238947
9302,tvshow,106,chalermkrung,5,korea,4,1207575
9303,korea,21,siam,9,bangrak,8,3030238
9304,siam,54,horoscope,33,library,18,584616
9305,siam,21,bangrak,6,siliconvalley,2,4000322
9306,korea,36,tvshow,21,chalermthai,5,585882
9307,supachalasai,62,lumpini,1,pantip,1,1204643
9308,tvshow,40,chalermthai,31,family,9,653488
9309,supachalasai,64,isolate,50,mbk,7,582635
9310,sinthorn,37,social,14,tvshow,11,127371
9311,chalermkrung,13,tvshow,4,mbk,3,2685079
9312,tvshow,107,supachalasai,56,social,32,582240
9313,cartoon,14,chalermkrung,11,isolate,10,1209814
9314,tvshow,68,siam,18,chalermkrung,17,584045
9315,tvshow,23,blueplanet,18,food,15,583674
9316,cartoon,19,sinthorn,8,silom,3,21102
9317,isolate,27,chalermkrung,20,supachalasai,10,217101
9318,cartoon,109,library,27,food,20,21138
9319,mbk,21,lumpini,18,beauty,18,1639726
9320,blueplanet,106,tvshow,61,klaibann,35,420841
9321,cartoon,245,chalermthai,17,siam,10,420454
9322,supachalasai,63,korea,11,isolate,6,1783867
9323,korea,75,blueplanet,29,chalermkrung,14,3627634
9324,food,44,blueplanet,15,region,7,855486
9325,tvshow,13,silom,10,isolate,10,3627279
9326,cartoon,16,isolate,12,supachalasai,9,745793
9327,blueplanet,17,siliconvalley,12,sinthorn,6,336941
9328,cartoon,58,chalermthai,24,siliconvalley,17,1645383
9329,supachalasai,60,wahkor,12,tvshow,11,269800
9330,sinthorn,33,cartoon,22,social,16,788317
9331,supachalasai,91,korea,45,tvshow,27,1631545
9332,home,23,wahkor,20,supachalasai,15,788249
9333,supachalasai,61,silom,21,ratchada,15,2105586
9334,chalermthai,99,isolate,45,tvshow,21,744053
9335,korea,16,tvshow,13,chalermkrung,6,3329859
9336,cartoon,58,siam,13,social,12,3418658
9337,blueplanet,31,tvshow,9,gallery,4,367031
9338,tvshow,51,family,32,social,15,367042
9339,isolate,35,supachalasai,19,tvshow,10,783776
9340,chalermthai,39,food,38,blueplanet,36,164634
9341,korea,36,tvshow,8,pantip,2,825933
9342,korea,14,chalermkrung,1,chalermthai,1,1658281
9343,tvshow,84,chalermkrung,48,korea,43,1777346
9344,korea,176,tvshow,47,isolate,35,409517
9345,blueplanet,27,region,11,wahkor,10,269217
9346,tvshow,31,chalermthai,4,wahkor,3,370117
9347,chalermthai,29,blueplanet,15,mbk,11,750984
9348,chalermkrung,23,beauty,20,tvshow,11,1775437
9349,food,43,klaibann,19,beauty,18,329507
9350,tvshow,147,food,28,bangrak,12,173864
9351,korea,105,beauty,42,lumpini,8,1662967
9352,tvshow,28,isolate,21,food,16,782938
9353,korea,81,isolate,2,tvshow,1,1664068
9354,sinthorn,50,silom,14,supachalasai,12,415365
9355,korea,23,isolate,11,chalermkrung,8,3340929
9356,chalermthai,23,tvshow,16,social,15,2092789
9357,siliconvalley,16,chalermthai,10,tvshow,6,1655355
9358,silom,7,library,6,wahkor,4,748313
9359,wahkor,19,library,18,cartoon,16,412764
9360,social,16,tvshow,14,silom,10,3341470
9361,korea,23,supachalasai,9,beauty,7,1951258
9362,sinthorn,259,silom,9,social,5,221708
9363,beauty,24,tvshow,16,social,15,1779924
9364,korea,138,isolate,7,chalermkrung,4,3657529
9365,rajdumnern,27,supachalasai,8,food,8,865801
9366,cartoon,48,food,20,siliconvalley,9,435076
9367,korea,122,isolate,26,chalermkrung,9,325510
9368,bangrak,57,isolate,56,siam,52,3658449
9369,isolate,37,chalermkrung,12,lumpini,5,435965
9370,tvshow,51,family,1,siam,1,433613
9371,bangrak,210,siam,74,tvshow,71,338113
9372,rajdumnern,146,library,7,social,7,434329
9373,chalermkrung,105,supachalasai,53,lumpini,13,174735
9374,tvshow,37,wahkor,23,region,11,223862
9375,mbk,50,wahkor,47,social,12,733995
9376,korea,85,tvshow,10,supachalasai,5,263375
9377,korea,20,tvshow,15,social,7,733137
9378,sinthorn,63,social,6,home,3,72246
9379,tvshow,55,food,18,region,9,264927
9380,isolate,22,chalermkrung,4,tvshow,3,1591478
9381,tvshow,14,siam,13,blueplanet,4,793958
9382,ratchada,27,mbk,22,wahkor,18,13040
9383,mbk,19,social,14,chalermthai,11,438246
9384,korea,15,silom,5,sinthorn,5,3506095
9385,korea,83,chalermkrung,28,isolate,19,223868
9386,tvshow,46,supachalasai,12,chalermthai,3,436652
9387,korea,17,tvshow,2,chalermthai,2,259278
9388,korea,34,isolate,11,chalermkrung,9,740123
9389,sinthorn,12,food,8,siam,8,4644902
9390,lumpini,55,supachalasai,50,beauty,25,66607
9391,korea,100,chalermthai,5,tvshow,5,822037
9392,isolate,17,library,14,cartoon,7,3643241
9393,cartoon,30,supachalasai,13,siliconvalley,13,1623887
9394,supachalasai,16,silom,4,jatujak,4,337718
9395,tvshow,16,chalermkrung,16,isolate,14,1620479
9396,korea,42,cartoon,19,chalermthai,11,1621495
9397,bangrak,68,siam,38,siliconvalley,2,4670646
9398,siliconvalley,17,isolate,4,library,4,2117944
9399,cartoon,75,siliconvalley,12,chalermthai,7,4670425
9400,tvshow,12,social,10,silom,8,265211
9401,supachalasai,156,social,18,siam,12,1627395
9402,korea,33,tvshow,10,blueplanet,3,426723
9403,tvshow,73,chalermkrung,12,social,4,362295
9404,tvshow,12,region,7,wahkor,6,432213
9405,sinthorn,51,wahkor,21,food,13,862754
9406,blueplanet,61,sinthorn,35,supachalasai,26,381023
9407,cartoon,17,siliconvalley,9,0,0,3646754
9408,chalermthai,134,tvshow,20,siam,3,4643413
9409,chalermkrung,33,tvshow,10,chalermthai,7,839495
9410,library,12,korea,11,chalermthai,11,764672
9411,korea,52,chalermkrung,5,lumpini,4,1978910
9412,tvshow,8,family,7,wahkor,5,388343
9413,cartoon,48,chalermthai,15,wahkor,14,388289
9414,food,45,beauty,39,korea,23,3571943
