,mid,Recency,Frequency,Engagement,R_Quartile,F_Quartile,E_Quartile,RFEScore
3353,4662953,3,74,10.6,1,2,3,123
3354,824205,0,147,21.0,4,4,4,444
3355,4463628,5,29,9.6,1,1,3,113
3356,711146,2,62,10.8,2,2,3,223
3357,93289,0,83,10.2,4,3,3,433
3358,328350,0,24,9.0,4,1,2,412
3359,348671,3,57,10.4,1,2,3,123
3360,710316,5,27,9.4,1,1,3,113
3361,418361,0,27,13.2,4,1,3,413
3362,350555,0,147,15.0,4,4,3,443
3363,780151,0,133,19.0,4,3,4,434
3364,2594254,0,149,23.4,4,4,4,444
3365,96286,0,163,12.8,4,4,3,443
3366,794051,0,104,9.0,4,3,2,432
3367,389541,1,131,12.8,2,3,3,233
3368,103301,0,91,10.4,4,3,3,433
3369,4509582,0,63,12.2,4,2,3,423
3370,3779821,0,52,9.2,4,2,3,423
3371,1012100,5,41,11.0,1,2,3,123
3372,4637134,0,109,12.2,4,3,3,433
3373,369129,0,275,16.4,4,4,3,443
3374,389359,0,103,20.4,4,3,4,434
3375,2326781,0,75,12.2,4,2,3,423
3376,3774552,5,4,9.0,1,1,2,112
3377,4502559,2,77,11.4,2,2,3,223
3378,1281976,2,42,15.600000000000001,2,2,3,223
3379,98600,0,243,19.200000000000003,4,4,4,444
3380,2222126,1,26,11.6,2,1,3,213
3381,367892,0,101,9.8,4,3,3,433
3382,4496619,2,75,11.4,2,2,3,223
3383,250283,0,22,9.0,4,1,2,412
3384,104763,0,57,9.4,4,2,3,423
3385,4589705,0,77,9.8,4,2,3,423
3386,2217820,0,32,9.2,4,1,3,413
3387,4677934,0,55,9.6,4,2,3,423
3388,89145,0,48,9.8,4,2,3,423
3389,4541825,0,81,12.2,4,3,3,433
3390,4677331,0,88,10.8,4,3,3,433
3391,3437780,2,43,14.8,2,2,3,223
3392,2281489,0,24,9.0,4,1,2,412
3393,381673,5,121,12.0,1,3,3,133
3394,177467,6,89,10.0,1,3,3,133
3395,2530924,0,102,12.4,4,3,3,433
3396,4641380,2,47,10.4,2,2,3,223
3397,3794307,0,78,9.2,4,2,3,423
3398,1295127,0,81,9.0,4,3,2,432
3399,805860,0,97,13.2,4,3,3,433
3400,745331,1,151,44.4,2,4,4,244
3401,4532700,3,25,10.2,1,1,3,113
3402,4539335,1,68,15.600000000000001,2,2,3,223
3403,2308431,0,106,11.6,4,3,3,433
3404,4663932,5,145,13.4,1,4,3,143
3405,3225186,0,137,10.8,4,3,3,433
3406,158994,0,72,9.2,4,2,3,423
3407,733947,0,103,10.8,4,3,3,433
3408,4677700,0,21,9.4,4,1,3,413
3409,387507,0,76,12.4,4,2,3,423
3410,2246341,0,92,11.6,4,3,3,433
3411,372089,0,141,12.2,4,3,3,433
3412,4494227,0,78,12.0,4,2,3,423
3413,249211,2,14,11.0,2,1,3,213
3414,51177,0,79,11.2,4,3,3,433
3415,1322824,0,270,31.200000000000003,4,4,4,444
3416,4663623,5,100,12.4,1,3,3,133
3417,756178,0,111,9.4,4,3,3,433
3418,2272944,5,42,9.6,1,2,3,123
3419,4557905,1,46,11.6,2,2,3,223
3420,359385,5,18,13.2,1,1,3,113
3421,4478949,1,27,10.0,2,1,3,213
3422,95571,0,240,17.0,4,4,3,443
3423,356419,0,38,9.2,4,1,3,413
3424,354067,0,31,9.8,4,1,3,413
3425,4634460,6,15,11.0,1,1,3,113
3426,336848,1,184,28.0,2,4,4,244
3427,248854,0,49,28.200000000000003,4,2,4,424
3428,238813,0,130,11.6,4,3,3,433
3429,353578,1,144,11.2,2,4,3,243
3430,4633929,0,286,11.6,4,4,3,443
3431,107727,5,54,11.0,1,2,3,123
3432,2389634,0,121,11.0,4,3,3,433
3433,4563954,0,24,9.0,4,1,2,412
3434,4474435,0,26,9.4,4,1,3,413
3435,4473229,0,61,11.0,4,2,3,423
3436,817090,0,73,27.6,4,2,4,424
3437,4554937,0,84,12.0,4,3,3,433
3438,3521065,0,135,11.4,4,3,3,433
3439,2204658,0,114,10.2,4,3,3,433
3440,4551007,5,81,9.4,1,3,3,133
3441,2335591,6,4,9.0,1,1,2,112
3442,4663808,1,21,9.4,2,1,3,213
3443,395754,0,73,13.4,4,2,3,423
3444,97495,0,178,17.6,4,4,3,443
3445,337618,1,73,12.4,2,2,3,223
3446,51481,0,31,20.0,4,1,4,414
3447,159477,0,119,24.200000000000003,4,3,4,434
3448,752161,0,191,17.200000000000003,4,4,3,443
3449,726307,0,218,19.0,4,4,4,444
3450,2559681,0,10,9.0,4,1,2,412
3451,1318258,0,102,13.2,4,3,3,433
3452,2207654,0,175,22.0,4,4,4,444
3453,4553832,0,74,15.4,4,2,3,423
3454,161359,2,162,12.4,2,4,3,243
3455,97036,0,65,10.0,4,2,3,423
3456,159541,1,59,9.8,2,2,3,223
3457,250374,0,46,11.0,4,2,3,423
3458,4597452,2,48,10.0,2,2,3,223
3459,222198,0,101,12.4,4,3,3,433
3460,789541,4,41,9.6,1,2,3,123
3461,3882764,1,26,9.4,2,1,3,213
3462,646826,0,64,14.2,4,2,3,423
3463,2850889,1,35,9.8,2,1,3,213
3464,4658078,0,180,22.4,4,4,4,444
3465,912466,1,44,14.0,2,2,3,223
3466,308973,0,64,10.0,4,2,3,423
3467,216333,0,111,13.2,4,3,3,433
3468,309138,0,79,13.0,4,3,3,433
3469,4043712,5,20,9.0,1,1,2,112
3470,304217,1,105,9.8,2,3,3,233
3471,4655877,4,30,9.0,1,1,2,112
3472,83024,0,196,18.6,4,4,4,444
3473,647419,0,107,18.200000000000003,4,3,4,434
3474,244066,0,207,18.4,4,4,4,444
3475,83438,0,104,9.4,4,3,3,433
3476,4038558,0,101,27.6,4,3,4,434
3477,554230,1,32,10.0,2,1,3,213
3478,182861,1,55,10.0,2,2,3,223
3479,37506,2,38,13.2,2,1,3,213
3480,3046297,1,24,9.0,2,1,2,212
3481,908468,0,210,14.600000000000001,4,4,3,443
3482,1776340,0,104,16.8,4,3,3,433
3483,4054946,5,26,10.8,1,1,3,113
3484,4054969,0,40,12.6,4,1,3,413
3485,557708,0,185,12.6,4,4,3,443
3486,2863496,0,20,9.2,4,1,3,413
3487,1563989,0,11,9.0,4,1,2,412
3488,3594543,0,46,9.2,4,2,3,423
3489,1764415,2,67,11.2,2,2,3,223
3490,1168961,0,110,9.6,4,3,3,433
3491,3041440,1,109,10.0,2,3,3,233
3492,2868972,0,121,12.2,4,3,3,433
3493,4667355,6,33,9.4,1,1,3,113
3494,538932,0,48,10.8,4,2,3,423
3495,83451,5,41,9.2,1,2,3,123
3496,2825566,4,11,9.4,1,1,3,113
3497,1497980,3,52,10.6,1,2,3,123
3498,4343057,0,67,24.6,4,2,4,424
3499,659764,2,20,10.2,2,1,3,213
3500,4611726,1,15,9.4,2,1,3,213
3501,166263,0,108,11.0,4,3,3,433
3502,4666296,0,96,14.600000000000001,4,3,3,433
3503,3323502,4,11,9.2,1,1,3,113
3504,3324463,0,216,12.6,4,4,3,443
3505,1495574,0,164,17.200000000000003,4,4,3,443
3506,4019046,2,32,14.2,2,1,3,213
3507,4329474,0,48,9.0,4,2,2,422
3508,4019480,0,27,11.2,4,1,3,413
3509,656623,2,105,14.2,2,3,3,233
3510,527008,0,162,11.0,4,4,3,443
3511,4669673,5,20,9.2,1,1,3,113
3512,276148,0,71,9.8,4,2,3,423
3513,1106473,0,83,13.600000000000001,4,3,3,433
3514,1902613,4,10,9.8,1,1,3,113
3515,4028847,0,38,10.4,4,1,3,413
3516,4316306,1,16,13.600000000000001,2,1,3,213
3517,4311879,0,111,10.0,4,3,3,433
3518,531745,0,97,11.8,4,3,3,433
3519,1877359,4,27,9.6,1,1,3,113
3520,128926,0,147,11.2,4,4,3,443
3521,651925,0,353,20.6,4,4,4,444
3522,4032405,3,6,9.0,1,1,2,112
3523,931413,2,40,10.4,2,1,3,213
3524,310369,2,48,9.6,2,2,3,223
3525,1518124,0,101,9.4,4,3,3,433
3526,856750,0,106,19.4,4,3,4,434
3527,3074860,2,110,11.4,2,3,3,233
3528,635116,0,83,10.6,4,3,3,433
3529,632749,0,133,17.6,4,3,3,433
3530,4345152,4,8,9.0,1,1,2,112
3531,4620504,1,41,9.4,2,2,3,223
3532,220899,2,86,11.0,2,3,3,233
3533,1684710,0,392,52.800000000000004,4,4,4,444
3534,597799,0,52,14.0,4,2,3,423
3535,4182679,1,7,9.0,2,1,2,212
3536,615472,3,64,10.0,1,2,3,123
3537,4105585,2,45,13.0,2,2,3,223
3538,593777,0,141,12.4,4,3,3,433
3539,632640,0,75,10.6,4,2,3,423
3540,222959,0,56,9.0,4,2,2,422
3541,144507,0,142,22.8,4,4,4,444
3542,3368186,1,12,9.2,2,1,3,213
3543,592576,2,52,10.2,2,2,3,223
3544,299656,2,37,9.0,2,1,2,212
3545,144260,2,47,75.2,2,2,4,224
3546,4176781,5,23,9.2,1,1,3,113
3547,1683165,0,435,20.200000000000003,4,4,4,444
3548,4176080,4,24,9.0,1,1,2,112
3549,147712,0,109,9.0,4,3,2,432
3550,4622097,0,49,9.4,4,2,3,423
3551,4164148,2,98,10.2,2,3,3,233
3552,2938660,0,241,17.0,4,4,3,443
3553,4669525,4,26,9.0,1,1,2,112
3554,2950392,0,129,11.6,4,3,3,433
3555,4121612,0,70,11.8,4,2,3,423
3556,258727,2,125,11.6,2,3,3,233
3557,3633323,0,44,9.0,4,2,2,422
3558,4145304,0,51,9.6,4,2,3,423
3559,1657722,1,55,17.8,2,2,4,224
3560,221776,2,16,10.4,2,1,3,213
3561,608681,0,44,9.0,4,2,2,422
3562,4132485,1,28,11.8,2,1,3,213
3563,2987677,0,179,19.4,4,4,4,444
3564,1690170,0,205,13.600000000000001,4,4,3,443
3565,591661,1,65,10.4,2,2,3,223
3566,1157485,1,44,9.6,2,2,3,223
3567,291074,0,53,10.2,4,2,3,423
3568,141909,0,96,12.4,4,3,3,433
3569,632129,0,18,9.0,4,1,2,412
3570,572111,5,25,9.4,1,1,3,113
3571,4235349,0,60,10.4,4,2,3,423
3572,37839,0,175,11.2,4,4,3,443
3573,149454,0,50,9.8,4,2,3,423
3574,630164,0,117,16.0,4,3,3,433
3575,4231758,5,29,9.2,1,1,3,113
3576,3719730,4,44,9.0,1,2,2,122
3577,894611,0,98,23.4,4,3,4,434
3578,2890556,5,58,11.4,1,2,3,123
3579,4675212,2,4,9.2,2,1,3,213
3580,629523,0,149,21.200000000000003,4,4,4,444
3581,1603815,0,19,9.2,4,1,3,413
3582,144076,1,65,11.8,2,2,3,223
3583,142811,0,207,12.4,4,4,3,443
3584,292183,0,179,10.8,4,4,3,443
3585,4213083,2,175,15.8,2,4,3,243
3586,3003061,0,269,16.0,4,4,3,443
3587,259621,6,6,9.0,1,1,2,112
3588,3000022,2,26,11.2,2,1,3,213
3589,584236,4,22,10.4,1,1,3,113
3590,4675084,2,8,9.8,2,1,3,213
3591,585489,0,79,9.8,4,3,3,433
3592,186254,0,161,19.4,4,4,4,444
3593,4667274,6,54,9.0,1,2,2,122
3594,886410,0,149,13.600000000000001,4,4,3,443
3595,2993243,0,47,9.6,4,2,3,423
3596,1122250,0,184,15.2,4,4,3,443
3597,661047,1,45,10.2,2,2,3,223
3598,527950,0,75,10.0,4,2,3,423
3599,4627997,1,21,9.0,2,1,2,212
3600,2682277,0,87,12.2,4,3,3,433
3601,686959,2,109,14.2,2,3,3,233
3602,118296,0,53,9.6,4,2,3,423
3603,968615,0,186,17.200000000000003,4,4,3,443
3604,3925317,0,228,40.400000000000006,4,4,4,444
3605,970729,2,100,13.2,2,3,3,233
3606,2061221,0,62,10.2,4,2,3,423
3607,462765,1,77,17.200000000000003,2,2,3,223
3608,3946946,0,188,47.6,4,4,4,444
3609,688454,1,19,9.8,2,1,3,213
3610,3417889,1,24,9.8,2,1,3,213
3611,1402949,0,105,11.6,4,3,3,433
3612,208807,0,100,9.4,4,3,3,433
3613,459334,2,78,11.6,2,2,3,223
3614,55985,0,56,9.0,4,2,2,422
3615,191975,1,75,19.8,2,2,4,224
3616,685516,0,158,22.200000000000003,4,4,4,444
3617,2052977,0,123,14.600000000000001,4,3,3,433
3618,4669768,0,78,12.2,4,2,3,423
3619,4404930,2,125,9.8,2,3,3,233
3620,1197035,1,64,11.0,2,2,3,223
3621,209613,0,121,24.0,4,3,4,434
3622,682339,0,136,10.0,4,3,3,433
3623,1421108,0,100,11.2,4,3,3,433
3624,4665620,0,21,9.0,4,1,2,412
3625,319750,0,33,11.0,4,1,3,413
3626,180479,0,293,32.8,4,4,4,444
3627,961616,0,96,13.4,4,3,3,433
3628,3134530,4,35,16.8,1,1,3,113
3629,4137410,4,50,9.0,1,2,2,122
3630,4391030,0,117,20.8,4,3,4,434
3631,121129,1,98,12.6,2,3,3,233
3632,167585,0,107,19.8,4,3,4,434
3633,4630647,0,127,13.0,4,3,3,433
3634,457511,0,235,11.2,4,4,3,443
3635,2637471,0,356,15.600000000000001,4,4,3,443
3636,3684259,0,124,10.2,4,3,3,433
3637,433220,1,49,12.6,2,2,3,223
3638,705009,0,81,10.4,4,3,3,433
3639,4667734,4,59,14.4,1,2,3,123
3640,155718,3,48,11.8,1,2,3,123
3641,3888936,0,45,13.8,4,2,3,423
3642,2627816,0,82,16.6,4,3,3,433
3643,2145826,2,28,9.0,2,1,2,212
3644,3895031,4,158,17.200000000000003,1,4,3,143
3645,4441880,1,82,16.8,2,3,3,233
3646,4602004,1,62,9.2,2,2,3,223
3647,4671006,4,23,9.6,1,1,3,113
3648,4654137,5,20,9.2,1,1,3,113
3649,703495,2,51,46.800000000000004,2,2,4,224
3650,1370139,0,152,10.8,4,4,3,443
3651,2080875,1,30,12.6,2,1,3,213
3652,2124647,3,187,58.800000000000004,1,4,4,144
3653,446823,0,113,14.600000000000001,4,3,3,433
3654,449107,0,241,20.4,4,4,4,444
3655,4434285,4,33,12.8,1,1,3,113
3656,3904565,0,1093,60.2,4,4,4,444
3657,4434170,5,9,9.0,1,1,2,112
3658,2657761,4,80,10.8,1,3,3,133
3659,192494,0,122,15.600000000000001,4,3,3,433
3660,4428385,0,82,10.2,4,3,3,433
3661,831222,2,70,12.8,2,2,3,223
3662,456751,5,52,10.2,1,2,3,123
3663,1200061,0,156,11.0,4,4,3,443
3664,691833,0,64,10.4,4,2,3,423
3665,3152419,4,10,12.0,1,1,3,113
3666,280534,4,30,9.2,1,1,3,113
3667,2045462,1,99,9.6,2,3,3,233
3668,280933,0,117,10.4,4,3,3,433
3669,844574,0,656,20.8,4,4,4,444
3670,674942,2,174,18.6,2,4,4,244
3671,228995,0,85,20.4,4,3,4,434
3672,315461,0,24,10.2,4,1,3,413
3673,511199,0,101,10.6,4,3,3,433
3674,4371263,2,20,9.6,2,1,3,213
3675,1466537,2,32,9.2,2,1,3,213
3676,4355288,0,50,11.4,4,2,3,423
3677,3557724,0,70,10.8,4,2,3,423
3678,316306,2,29,9.6,2,1,3,213
3679,3984828,0,49,11.2,4,2,3,423
3680,152789,0,35,10.4,4,1,3,413
3681,507257,0,59,13.4,4,2,3,423
3682,671161,0,61,9.4,4,2,3,423
3683,670896,0,201,10.6,4,4,3,443
3684,283762,0,173,9.6,4,4,3,443
3685,318491,0,34,9.0,4,1,2,412
3686,1449886,0,163,23.200000000000003,4,4,4,444
3687,3117062,0,54,9.0,4,2,2,422
3688,35477,0,179,10.8,4,4,3,443
3689,1949282,1,64,13.600000000000001,2,2,3,223
3690,3313537,1,148,25.0,2,4,4,244
3691,315392,0,104,12.2,4,3,3,433
3692,152880,0,168,13.2,4,4,3,443
3693,675151,0,87,20.8,4,3,4,434
3694,124120,4,184,17.8,1,4,4,144
3695,2729512,0,64,13.2,4,2,3,423
3696,490060,2,56,9.8,2,2,3,223
3697,675225,0,22,11.2,4,1,3,413
3698,4676253,0,26,9.2,4,1,3,413
3699,839116,1,25,9.6,2,1,3,213
3700,955324,2,135,22.6,2,3,4,234
3701,3567462,0,61,11.2,4,2,3,423
3702,122004,0,138,10.4,4,3,3,433
3703,3661759,1,28,9.2,2,1,3,213
3704,3953087,0,20,9.4,4,1,3,413
3705,1474415,0,156,17.8,4,4,4,444
3706,166397,1,96,11.6,2,3,3,233
3707,869234,0,94,18.4,4,3,4,434
3708,168541,0,95,9.6,4,3,3,433
3709,3658929,4,52,8.2,1,2,2,122
3710,870687,0,35,8.4,4,1,2,412
3711,1200199,0,256,14.0,4,4,3,443
3712,933113,0,172,12.0,4,4,3,443
3713,4644986,0,98,10.4,4,3,3,433
3714,1139593,0,329,15.4,4,4,3,443
3715,946642,0,69,8.8,4,2,2,422
3716,1076486,2,64,9.0,2,2,2,222
3717,3718555,0,54,8.2,4,2,2,422
3718,1151810,2,67,9.8,2,2,3,223
3719,1139895,0,70,8.4,4,2,2,422
3720,1145972,1,63,14.0,2,2,3,223
3721,854948,4,15,24.6,1,1,4,114
3722,1219184,6,9,8.0,1,1,2,112
3723,1003868,0,57,12.0,4,2,3,423
3724,258617,0,162,10.8,4,4,3,443
3725,263735,0,121,11.8,4,3,3,433
3726,845665,0,63,8.2,4,2,2,422
3727,172357,0,51,10.4,4,2,3,423
3728,1129824,0,69,19.200000000000003,4,2,4,424
3729,3362515,1,42,8.8,2,2,2,222
3730,1067711,0,113,11.4,4,3,3,433
3731,1143692,0,132,21.200000000000003,4,3,4,434
3732,168017,2,103,8.8,2,3,2,232
3733,3627932,0,57,9.2,4,2,3,423
3734,938511,5,52,11.6,1,2,3,123
3735,3296045,1,36,9.0,2,1,2,212
3736,240682,0,42,13.8,4,2,3,423
3737,3470033,0,82,18.4,4,3,4,434
3738,796655,4,36,8.4,1,1,2,112
3739,1027354,0,447,8.6,4,4,2,442
3740,165417,5,125,10.8,1,3,3,133
3741,1054070,0,21,8.2,4,1,2,412
3742,1205853,0,40,10.6,4,1,3,413
3743,799062,1,12,8.2,2,1,2,212
3744,965520,0,69,9.6,4,2,3,423
3745,255532,2,81,13.600000000000001,2,3,3,233
3746,1171786,1,20,8.6,2,1,2,212
3747,836318,0,38,12.0,4,1,3,413
3748,256558,2,54,8.2,2,2,2,222
3749,69414,1,38,8.8,2,1,2,212
3750,165722,3,63,20.200000000000003,1,2,4,124
3751,3302160,0,88,8.8,4,3,2,432
3752,165663,0,65,8.4,4,2,2,422
3753,3408335,0,19,8.2,4,1,2,412
3754,858589,2,58,8.6,2,2,2,222
3755,3550208,1,251,11.8,2,4,3,243
3756,3449792,0,41,8.6,4,2,2,422
3757,3593712,0,25,8.6,4,1,2,412
3758,3384114,0,173,12.8,4,4,3,443
3759,3522870,0,38,8.6,4,1,2,412
3760,256192,0,165,19.0,4,4,4,444
3761,3417868,1,41,15.8,2,2,3,223
3762,3556959,0,132,18.8,4,3,4,434
3763,166819,2,102,9.0,2,3,2,232
3764,3284109,0,24,8.8,4,1,2,412
3765,978897,0,139,13.8,4,3,3,433
3766,257727,0,72,10.2,4,2,3,423
3767,257563,2,84,11.4,2,3,3,233
3768,1119126,0,71,8.8,4,2,2,422
3769,262894,0,109,12.4,4,3,3,433
3770,1024579,1,30,14.600000000000001,2,1,3,213
3771,797780,0,97,8.8,4,3,2,432
3772,264255,2,9,8.0,2,1,2,212
3773,4641524,0,63,8.6,4,2,2,422
3774,163859,1,44,8.0,2,2,2,222
3775,1230871,2,37,11.8,2,1,3,213
3776,1226073,1,36,9.4,2,1,3,213
3777,892034,2,72,12.4,2,2,3,223
3778,4668093,5,59,8.0,1,2,2,122
3779,1198007,0,82,21.200000000000003,4,3,4,434
3780,833805,1,69,11.4,2,2,3,223
3781,3582885,0,70,8.2,4,2,2,422
3782,1205055,0,61,9.6,4,2,3,423
3783,169457,0,24,9.2,4,1,3,413
3784,1078823,0,302,20.200000000000003,4,4,4,444
3785,295195,0,34,8.0,4,1,2,412
3786,149267,0,13,11.0,4,1,3,413
3787,593272,0,242,19.0,4,4,4,444
3788,431662,1,83,10.8,2,3,3,233
3789,2163112,5,14,8.0,1,1,2,112
3790,588701,0,99,11.6,4,3,3,433
3791,1696943,0,36,8.8,4,1,2,412
3792,4199259,5,12,8.0,1,1,2,112
3793,4453873,0,68,8.4,4,2,2,422
3794,1694085,0,7,8.0,4,1,2,412
3795,2921401,5,36,9.2,1,1,3,113
3796,2169168,0,37,8.0,4,1,2,412
3797,2906044,0,131,11.2,4,3,3,433
3798,4188843,0,47,8.2,4,2,2,422
3799,1689006,0,213,11.8,4,4,3,443
3800,596132,1,131,12.0,2,3,3,233
3801,596282,0,278,17.0,4,4,3,443
3802,416529,6,20,8.8,1,1,2,112
3803,2930897,5,47,8.2,1,2,2,122
3804,59848,0,191,23.6,4,4,4,444
3805,4160576,1,94,19.4,2,3,4,234
3806,587091,2,124,10.4,2,3,3,233
3807,301042,5,69,8.6,1,2,2,122
3808,4061039,1,58,9.8,2,2,3,223
3809,4617781,1,97,21.8,2,3,4,234
3810,2874396,1,340,20.8,2,4,4,244
3811,2878017,6,10,9.4,1,1,3,113
3812,570927,0,30,8.2,4,1,2,412
3813,142098,2,52,11.0,2,2,3,223
3814,325995,0,94,23.200000000000003,4,3,4,434
3815,1738856,0,134,16.4,4,3,3,433
3816,433265,0,15,10.2,4,1,3,413
3817,4229026,0,324,11.8,4,4,3,443
3818,4600994,2,14,8.6,2,1,2,212
3819,584842,2,68,27.200000000000003,2,2,4,224
3820,6159,3,92,8.8,1,3,2,132
3821,142778,2,97,8.6,2,3,2,232
3822,219422,5,31,8.2,1,1,2,112
3823,4446493,0,51,13.600000000000001,4,2,3,423
3824,432156,0,79,8.2,4,3,2,432
3825,583062,2,63,8.6,2,2,2,222
3826,1721769,0,154,9.2,4,4,3,443
3827,583917,5,31,9.0,1,1,2,112
3828,1673155,0,28,14.0,4,1,3,413
3829,1672366,5,43,8.2,1,2,2,122
3830,1671065,1,57,16.0,2,2,3,223
3831,626519,0,211,22.0,4,4,4,444
3832,2563946,0,86,8.4,4,3,2,432
3833,148293,0,56,9.0,4,2,2,422
3834,619089,0,51,9.2,4,2,3,423
3835,2209082,3,86,19.4,1,3,4,134
3836,223313,0,219,20.4,4,4,4,444
3837,2559016,0,154,13.600000000000001,4,4,3,443
3838,626284,1,34,10.2,2,1,3,213
3839,1604720,4,68,8.4,1,2,2,122
3840,3010214,0,176,20.6,4,4,4,444
3841,1670989,4,14,11.2,1,1,3,113
3842,4667345,6,36,8.0,1,1,2,112
3843,4660248,0,65,10.2,4,2,3,423
3844,396648,0,87,10.2,4,3,3,433
3845,331762,2,51,11.8,2,2,3,223
3846,4500264,0,90,11.2,4,3,3,433
3847,4503948,5,21,8.2,1,1,2,112
3848,195423,0,136,17.8,4,3,4,434
3849,1583147,0,35,9.0,4,1,2,412
3850,400463,0,14,8.0,4,1,2,412
3851,2198833,0,149,20.4,4,4,4,444
3852,4656265,2,15,9.2,2,1,3,213
3853,1624444,0,97,9.0,4,3,2,432
3854,4677060,1,14,8.0,2,1,2,212
3855,329300,2,56,8.2,2,2,2,222
3856,605820,0,79,11.4,4,3,3,433
3857,2958406,0,33,10.0,4,1,3,413
3858,606474,0,181,27.200000000000003,4,4,4,444
3859,4141859,0,81,10.6,4,3,3,433
3860,1652885,4,22,9.2,1,1,3,113
3861,4133218,5,38,8.2,1,1,2,112
3862,4677272,1,11,8.0,2,1,2,212
3863,609058,6,12,8.2,1,1,2,112
3864,2971039,1,77,13.4,2,2,3,223
3865,610796,1,25,8.0,2,1,2,212
3866,611737,0,35,9.2,4,1,3,413
3867,613798,0,114,18.8,4,3,4,434
3868,1630720,0,183,27.200000000000003,4,4,4,444
3869,294723,0,99,15.600000000000001,4,3,3,433
3870,4105345,4,25,8.0,1,1,2,112
3871,437161,0,36,9.2,4,1,3,413
3872,4439421,0,223,16.4,4,4,3,443
3873,2119765,0,147,18.8,4,4,4,444
3874,313034,2,18,9.0,2,1,2,212
3875,2018589,5,20,11.2,1,1,3,113
3876,4665631,5,28,8.0,1,1,2,112
3877,511953,1,63,9.6,2,2,3,223
3878,4349147,0,40,12.4,4,1,3,413
3879,313910,0,121,8.8,4,3,2,432
3880,2021301,5,25,8.2,1,1,2,112
3881,4342672,0,27,8.0,4,1,2,412
3882,478255,5,30,8.0,1,1,2,112
3883,478131,2,58,17.0,2,2,3,223
3884,4321385,0,203,11.6,4,4,3,443
3885,4611424,0,56,9.2,4,2,3,423
3886,4605288,2,26,8.4,2,1,2,212
3887,213457,0,149,10.2,4,4,3,443
3888,213670,0,32,11.0,4,1,3,413
3889,525589,0,211,32.400000000000006,4,4,4,444
3890,4329223,5,21,8.6,1,1,2,112
3891,1905907,0,94,9.2,4,3,3,433
3892,526402,0,53,8.8,4,2,2,422
3893,4393971,1,14,8.0,2,1,2,212
3894,1935988,0,56,14.0,4,2,3,423
3895,4357170,1,53,9.6,2,2,3,223
3896,508991,2,7,8.0,2,1,2,212
3897,488467,0,82,11.0,4,3,3,433
3898,486280,2,20,8.2,2,1,2,212
3899,1991807,0,131,14.600000000000001,4,3,3,433
3900,2740681,3,46,10.6,1,2,3,123
3901,316915,0,302,10.6,4,4,3,443
3902,190587,2,23,8.4,2,1,2,212
3903,4372212,0,55,11.8,4,2,3,423
3904,1992059,0,53,9.2,4,2,3,423
3905,85436,1,41,8.4,2,2,2,222
3906,1959788,0,99,10.2,4,3,3,433
3907,4390053,0,71,14.4,4,2,3,423
3908,2747724,1,24,8.8,2,1,2,212
3909,499555,0,284,16.200000000000003,4,4,3,443
3910,1956261,4,30,9.0,1,1,2,112
3911,315523,3,72,11.0,1,2,3,123
3912,1948448,0,58,12.8,4,2,3,423
3913,508328,1,195,11.8,2,4,3,243
3914,473827,0,79,11.8,4,3,3,433
3915,471612,0,180,32.400000000000006,4,4,4,444
3916,4675333,1,47,10.0,2,2,3,223
3917,4274467,1,29,9.2,2,1,3,213
3918,460217,0,340,55.2,4,4,4,444
3919,117178,1,108,12.8,2,3,3,233
3920,2075469,1,11,8.0,2,1,2,212
3921,1810212,0,345,14.4,4,4,3,443
3922,458337,2,11,8.0,2,1,2,212
3923,1795331,0,13,8.4,4,1,2,412
3924,457879,2,61,8.8,2,2,2,222
3925,187741,0,130,8.6,4,3,2,432
3926,4273396,0,70,11.4,4,2,3,423
3927,2054346,0,173,12.4,4,4,3,443
3928,4269828,1,16,8.2,2,1,2,212
3929,455394,0,122,11.2,4,3,3,433
3930,454715,1,42,8.0,2,2,2,222
3931,2654904,0,193,30.8,4,4,4,444
3932,560724,0,124,14.600000000000001,4,3,3,433
3933,451946,0,114,11.2,4,3,3,433
3934,1760922,0,197,10.2,4,4,3,443
3935,563732,0,109,15.4,4,3,3,433
3936,541974,0,157,28.6,4,4,4,444
3937,541690,0,104,21.4,4,3,4,434
3938,541329,1,100,9.8,2,3,3,233
3939,2720,0,205,10.6,4,4,3,443
3940,4319856,2,100,11.8,2,3,3,233
3941,188979,0,34,8.6,4,1,2,412
3942,4312905,0,248,14.4,4,4,3,443
3943,469429,0,81,10.0,4,3,3,433
3944,532707,6,14,8.0,1,1,2,112
3945,2685502,5,82,9.0,1,3,2,132
3946,2682098,1,70,16.8,2,2,3,223
3947,4666680,6,22,8.0,1,1,2,112
3948,2823184,0,44,8.8,4,2,2,422
3949,215297,0,55,10.6,4,2,3,423
3950,535430,0,94,14.8,4,3,3,433
3951,2068214,0,52,9.0,4,2,2,422
3952,539193,0,63,8.2,4,2,2,422
3953,130146,0,61,13.4,4,2,3,423
3954,309652,0,266,17.8,4,4,4,444
3955,4614220,0,41,8.8,4,2,2,422
3956,1833451,1,8,9.0,2,1,2,212
3957,9942,0,19,10.0,4,1,3,413
3958,1981559,2,13,8.6,2,1,2,212
3959,3027925,0,63,9.4,4,2,3,423
3960,3189960,2,41,9.0,2,2,2,222
3961,275143,0,118,15.600000000000001,4,3,3,433
3962,178829,0,188,9.8,4,4,3,443
