,mid,Recency,Frequency,Engagement,R_Quartile,F_Quartile,E_Quartile,RFEScore
0,170325,0,1925,1233.0,4,4,4,444
1,3166981,0,496,889.0,4,4,4,444
2,558560,0,486,880.0,4,4,4,444
3,1522673,0,491,811.2,4,4,4,444
4,3796559,0,1287,1062.2,4,4,4,444
5,498940,0,669,695.2,4,4,4,444
6,682936,0,417,643.0,4,4,4,444
7,160112,0,2611,641.8,4,4,4,444
8,63153,0,2123,598.4,4,4,4,444
9,649373,0,295,522.0,4,4,4,444
10,1599088,0,436,519.2,4,4,4,444
11,296994,0,468,554.2,4,4,4,444
12,1074690,0,282,476.0,4,4,4,444
13,4545600,0,1008,830.2,4,4,4,444
14,3762381,0,990,642.6,4,4,4,444
15,437708,0,793,453.2,4,4,4,444
16,2781579,0,1233,615.0,4,4,4,444
17,4510105,0,1036,410.8,4,4,4,444
18,2724686,0,736,361.4,4,4,4,444
19,1203109,1,249,352.8,2,4,4,244
20,1428399,0,1659,369.0,4,4,4,444
21,352454,1,162,384.2,2,4,4,244
22,1910545,0,722,337.8,4,4,4,444
23,3339481,3,519,372.8,1,4,4,144
24,4340607,0,1521,647.2,4,4,4,444
25,3337732,0,1566,593.6,4,4,4,444
26,4427540,0,594,406.4,4,4,4,444
27,4393223,0,2266,557.6,4,4,4,444
28,670450,0,489,621.6,4,4,4,444
29,739204,0,724,382.6,4,4,4,444
30,3849019,0,451,293.2,4,4,4,444
31,63516,0,882,296.2,4,4,4,444
32,668828,0,502,412.6,4,4,4,444
33,4634698,2,447,351.6,2,4,4,244
34,4596351,0,464,297.4,4,4,4,444
35,3142578,0,136,267.0,4,3,4,434
36,1686632,0,789,365.4,4,4,4,444
37,4021474,0,394,270.2,4,4,4,444
38,2479577,0,708,321.8,4,4,4,444
39,4627869,0,1050,287.8,4,4,4,444
40,652893,0,249,243.0,4,4,4,444
41,803442,0,659,263.6,4,4,4,444
42,177254,0,564,274.8,4,4,4,444
43,311074,0,451,304.6,4,4,4,444
44,685376,0,139,232.0,4,3,4,434
45,876545,0,120,231.0,4,3,4,434
46,97088,0,1266,247.4,4,4,4,444
47,241567,1,563,245.6,2,4,4,244
48,3808159,0,555,270.8,4,4,4,444
49,2635177,0,90,224.6,4,3,4,434
50,231205,0,190,375.4,4,4,4,444
51,3763386,0,192,237.6,4,4,4,444
52,3663351,0,599,218.6,4,4,4,444
53,4379835,0,532,281.6,4,4,4,444
54,4661612,4,392,215.2,1,4,4,144
55,4671979,0,507,227.6,4,4,4,444
56,4012218,2,80,198.4,2,3,4,234
57,434867,0,825,202.2,4,4,4,444
58,711730,0,592,313.4,4,4,4,444
59,3788130,0,238,202.2,4,4,4,444
60,4107496,0,111,192.0,4,3,4,434
61,3949931,0,336,176.8,4,4,4,444
62,3211913,0,312,210.0,4,4,4,444
63,157385,0,512,293.2,4,4,4,444
64,2808649,0,385,178.0,4,4,4,444
65,4549145,0,425,381.4,4,4,4,444
66,179922,0,473,206.0,4,4,4,444
67,1057229,0,150,176.4,4,4,4,444
68,4668416,0,472,187.2,4,4,4,444
69,300374,2,190,186.0,2,4,4,244
70,3547790,0,156,169.2,4,4,4,444
71,548241,0,516,193.2,4,4,4,444
72,4669887,0,223,245.8,4,4,4,444
73,586974,0,381,291.2,4,4,4,444
74,606176,0,146,166.6,4,4,4,444
75,4296827,0,654,239.2,4,4,4,444
76,2119676,0,542,164.6,4,4,4,444
77,2874271,0,345,181.8,4,4,4,444
78,3939140,0,620,278.6,4,4,4,444
79,675415,1,88,158.4,2,3,4,234
80,1219966,0,287,286.20000000000005,4,4,4,444
81,3271723,0,569,259.4,4,4,4,444
82,1082362,0,257,159.6,4,4,4,444
83,511250,1,367,186.4,2,4,4,244
84,265954,0,1060,219.0,4,4,4,444
85,4609054,0,417,170.8,4,4,4,444
86,523485,0,302,158.6,4,4,4,444
87,4481104,5,232,156.4,1,4,4,144
88,912751,0,180,153.4,4,4,4,444
89,220723,0,172,156.4,4,4,4,444
90,4655813,3,213,148.2,1,4,4,144
91,4359806,0,581,173.4,4,4,4,444
92,118477,0,523,210.2,4,4,4,444
93,822399,0,503,160.6,4,4,4,444
94,4054760,0,659,205.4,4,4,4,444
95,585781,0,327,241.0,4,4,4,444
96,36950,0,313,224.4,4,4,4,444
97,4651231,2,220,166.0,2,4,4,244
98,176167,0,268,152.4,4,4,4,444
99,4597917,0,388,245.0,4,4,4,444
100,690736,0,210,202.8,4,4,4,444
101,4532328,0,456,147.8,4,4,4,444
102,4367224,0,892,160.8,4,4,4,444
103,785849,0,742,145.0,4,4,4,444
104,4437763,2,271,143.8,2,4,4,244
105,1808959,2,220,217.2,2,4,4,244
106,194065,0,412,163.6,4,4,4,444
107,227408,0,132,138.0,4,3,4,434
108,196472,0,624,157.6,4,4,4,444
109,4671935,0,147,142.2,4,4,4,444
110,565719,0,236,255.4,4,4,4,444
111,1427819,0,340,137.0,4,4,4,444
112,3830725,0,87,134.0,4,3,4,434
113,929223,0,373,138.2,4,4,4,444
114,4505358,0,1669,281.8,4,4,4,444
115,4617741,0,244,130.4,4,4,4,444
116,3407594,0,461,131.4,4,4,4,444
117,199897,0,718,182.0,4,4,4,444
118,890894,0,705,156.8,4,4,4,444
119,2403959,0,279,175.2,4,4,4,444
120,688004,0,58,128.0,4,2,4,424
121,1636792,0,475,245.8,4,4,4,444
122,3575330,0,150,136.8,4,4,4,444
123,4250130,0,243,146.6,4,4,4,444
124,4653731,0,302,131.4,4,4,4,444
125,495653,2,52,125.2,2,2,4,224
126,581277,0,290,183.2,4,4,4,444
127,605652,0,411,155.0,4,4,4,444
128,1379695,2,271,125.8,2,4,4,244
129,4469698,0,545,126.2,4,4,4,444
130,4561664,0,435,164.8,4,4,4,444
131,4610390,0,185,129.0,4,4,4,444
132,1101259,0,481,222.8,4,4,4,444
133,3181438,0,270,181.0,4,4,4,444
134,154811,0,234,181.8,4,4,4,444
135,51273,0,886,198.0,4,4,4,444
136,3933498,0,305,121.8,4,4,4,444
137,3954471,0,438,124.0,4,4,4,444
138,1313900,0,272,194.4,4,4,4,444
139,710499,0,261,144.4,4,4,4,444
140,603942,0,473,131.8,4,4,4,444
141,709736,0,330,221.2,4,4,4,444
142,504363,0,89,118.6,4,3,4,434
143,4375086,0,255,119.6,4,4,4,444
144,433385,0,339,122.2,4,4,4,444
145,580159,2,239,180.8,2,4,4,244
146,4308661,0,249,118.8,4,4,4,444
147,727122,0,853,153.0,4,4,4,444
148,147116,0,235,128.0,4,4,4,444
149,4368195,0,427,219.2,4,4,4,444
150,3833826,0,205,114.2,4,4,4,444
151,143120,2,182,115.0,2,4,4,244
152,356991,0,184,114.8,4,4,4,444
153,188794,0,344,147.0,4,4,4,444
154,4019363,0,172,113.4,4,4,4,444
155,858081,0,295,115.8,4,4,4,444
156,401318,0,263,118.0,4,4,4,444
157,544382,0,315,120.2,4,4,4,444
158,3339513,0,136,138.2,4,3,4,434
159,703744,0,999,177.60000000000002,4,4,4,444
160,1595,0,778,150.2,4,4,4,444
161,272283,0,56,125.0,4,2,4,424
162,4287722,0,537,126.0,4,4,4,444
163,278777,0,487,114.0,4,4,4,444
164,1511167,0,569,123.6,4,4,4,444
165,4053831,0,413,127.0,4,4,4,444
166,478854,0,50,108.0,4,2,4,424
167,582604,0,356,122.4,4,4,4,444
168,414981,0,511,178.8,4,4,4,444
169,425846,0,552,109.4,4,4,4,444
170,4665693,0,303,109.8,4,4,4,444
171,402290,0,596,107.2,4,4,4,444
172,198587,0,1061,210.0,4,4,4,444
173,277209,1,356,148.4,2,4,4,244
174,2854971,0,342,108.2,4,4,4,444
175,1159344,2,152,127.0,2,4,4,244
176,947878,0,245,108.0,4,4,4,444
177,2099550,0,513,167.2,4,4,4,444
178,4668581,0,457,131.8,4,4,4,444
179,623267,0,622,106.8,4,4,4,444
180,3578,0,62,104.0,4,2,4,424
181,250221,0,803,133.6,4,4,4,444
182,4670497,0,179,143.2,4,4,4,444
183,834403,0,284,118.8,4,4,4,444
184,240824,0,449,201.8,4,4,4,444
185,4667636,3,11,135.4,1,1,4,114
186,3728518,2,126,188.2,2,3,4,234
187,514135,0,530,116.4,4,4,4,444
188,790855,0,814,228.2,4,4,4,444
189,641461,0,365,145.4,4,4,4,444
190,2992959,0,325,120.0,4,4,4,444
191,36587,0,672,171.8,4,4,4,444
192,434231,0,536,264.4,4,4,4,444
193,601583,0,276,126.2,4,4,4,444
194,525278,0,702,129.4,4,4,4,444
195,284525,1,334,119.4,2,4,4,244
196,4640352,0,364,104.2,4,4,4,444
197,4673609,0,229,126.6,4,4,4,444
198,436977,0,166,208.60000000000002,4,4,4,444
199,3835471,1,65,99.2,2,2,4,224
200,2275804,0,376,110.2,4,4,4,444
201,584442,0,312,179.0,4,4,4,444
202,1279505,1,240,114.6,2,4,4,244
203,90613,0,337,201.8,4,4,4,444
204,1855823,2,313,108.2,2,4,4,244
205,4322085,0,377,216.4,4,4,4,444
206,1554389,0,283,118.2,4,4,4,444
207,1652502,0,81,96.0,4,3,4,434
208,4275558,0,479,121.2,4,4,4,444
209,202186,0,235,162.4,4,4,4,444
210,819849,0,79,95.2,4,3,4,434
211,515222,0,377,98.4,4,4,4,444
212,2868871,0,190,164.60000000000002,4,4,4,444
213,1946446,0,267,96.4,4,4,4,444
214,440463,0,573,108.0,4,4,4,444
215,720408,0,375,124.6,4,4,4,444
216,648552,0,352,113.8,4,4,4,444
217,3980485,0,336,98.0,4,4,4,444
218,344005,0,599,142.6,4,4,4,444
219,1457,0,248,95.6,4,4,4,444
220,4540522,3,27,94.4,1,1,4,114
221,4659978,0,156,104.4,4,4,4,444
222,590627,0,197,102.0,4,4,4,444
223,504782,0,251,98.0,4,4,4,444
224,1468927,2,151,198.0,2,4,4,244
225,4436365,0,554,122.8,4,4,4,444
226,185554,0,164,106.0,4,4,4,444
227,123377,0,291,105.6,4,4,4,444
228,405573,0,540,125.2,4,4,4,444
229,897815,0,325,171.0,4,4,4,444
230,1731706,3,14,93.8,1,1,4,114
231,4116437,0,251,91.6,4,4,4,444
232,4195316,0,304,106.6,4,4,4,444
233,4253640,0,406,115.6,4,4,4,444
234,596531,0,81,90.6,4,3,4,434
235,4648240,0,198,93.4,4,4,4,444
236,1059017,0,79,90.2,4,3,4,434
237,324176,0,359,154.2,4,4,4,444
238,3478394,0,509,119.4,4,4,4,444
239,646256,2,62,89.0,2,2,4,224
240,899204,0,61,93.4,4,2,4,424
241,46373,0,423,112.4,4,4,4,444
242,1198906,0,168,120.2,4,4,4,444
243,4395638,0,395,110.8,4,4,4,444
244,1602243,1,179,91.2,2,4,4,244
245,2897295,0,822,157.8,4,4,4,444
246,634403,0,508,116.6,4,4,4,444
247,4157047,0,443,150.2,4,4,4,444
248,725853,0,383,109.4,4,4,4,444
249,3016386,0,649,94.4,4,4,4,444
250,268499,0,373,93.4,4,4,4,444
251,4547826,0,398,107.8,4,4,4,444
252,2639720,0,222,87.0,4,4,4,444
253,3941113,0,178,88.2,4,4,4,444
254,4306957,0,691,110.2,4,4,4,444
255,672368,3,7,85.0,1,1,4,114
256,4076312,0,509,101.6,4,4,4,444
257,765734,0,220,145.2,4,4,4,444
258,772600,1,28,98.4,2,1,4,214
259,676320,0,820,142.4,4,4,4,444
260,411794,0,505,114.4,4,4,4,444
261,756340,0,150,88.8,4,4,4,444
262,3294630,0,135,84.8,4,3,4,434
263,3991677,0,228,89.2,4,4,4,444
264,3471264,0,910,105.8,4,4,4,444
265,977197,1,88,92.0,2,3,4,234
266,675550,0,319,159.0,4,4,4,444
267,118407,1,220,86.2,2,4,4,244
268,889672,0,370,92.2,4,4,4,444
269,125,2,235,87.2,2,4,4,244
270,2032564,0,382,98.4,4,4,4,444
271,92147,0,84,86.6,4,3,4,434
272,723519,0,364,133.8,4,4,4,444
273,4022573,0,253,96.4,4,4,4,444
274,494649,1,128,90.4,2,3,4,234
275,103173,2,326,92.2,2,4,4,244
276,584981,0,83,222.0,4,3,4,434
277,4548495,0,51,81.2,4,2,4,424
278,868570,0,100,81.4,4,3,4,434
279,1587225,0,137,81.4,4,3,4,434
280,3648667,0,698,101.8,4,4,4,444
281,562279,2,138,91.2,2,3,4,234
282,121126,0,135,82.4,4,3,4,434
283,4522676,0,523,91.4,4,4,4,444
284,201014,0,95,89.4,4,3,4,434
285,3845599,0,516,94.4,4,4,4,444
286,224441,0,361,83.6,4,4,4,444
287,557193,0,474,106.8,4,4,4,444
288,220702,0,407,84.8,4,4,4,444
289,1459811,0,528,94.2,4,4,4,444
290,158093,0,303,156.4,4,4,4,444
291,793413,0,479,86.2,4,4,4,444
292,206317,0,275,86.6,4,4,4,444
293,687855,0,536,89.4,4,4,4,444
294,1269356,0,271,90.4,4,4,4,444
295,700857,0,883,180.0,4,4,4,444
296,300273,0,142,82.2,4,4,4,444
297,4665077,0,488,239.4,4,4,4,444
298,459386,1,264,100.2,2,4,4,244
299,4484604,0,217,80.4,4,4,4,444
300,4245657,0,357,90.4,4,4,4,444
301,2758802,2,246,82.6,2,4,4,244
302,94252,0,366,86.4,4,4,4,444
303,4667629,4,108,153.0,1,3,4,134
304,615445,0,147,141.8,4,4,4,444
305,4545683,0,582,95.6,4,4,4,444
306,3439983,0,331,132.0,4,4,4,444
307,154027,0,67,77.8,4,2,4,424
308,635481,0,109,76.6,4,3,4,434
309,875070,1,239,138.6,2,4,4,244
310,300678,0,248,99.4,4,4,4,444
311,4443631,0,467,83.8,4,4,4,444
312,4347525,0,214,122.4,4,4,4,444
313,1248090,0,62,87.2,4,2,4,424
314,1693995,0,465,184.2,4,4,4,444
315,931503,1,131,77.6,2,3,4,234
316,88374,0,322,77.8,4,4,4,444
317,4629435,0,641,119.2,4,4,4,444
318,3412835,4,155,78.4,1,4,4,144
319,4554163,0,418,82.6,4,4,4,444
320,372762,0,136,83.4,4,3,4,434
321,1579741,0,214,113.2,4,4,4,444
322,4277299,0,216,101.8,4,4,4,444
323,868876,1,219,78.4,2,4,4,244
324,3645864,0,418,140.2,4,4,4,444
325,2030166,1,295,77.8,2,4,4,244
326,1036,0,1066,103.2,4,4,4,444
327,3448265,0,367,82.2,4,4,4,444
328,186396,0,281,82.0,4,4,4,444
329,2881936,0,568,126.2,4,4,4,444
330,562056,0,75,74.0,4,2,4,424
331,3772386,0,477,142.8,4,4,4,444
332,4635935,0,284,77.8,4,4,4,444
333,4114431,0,212,73.6,4,4,4,444
334,478644,0,668,205.8,4,4,4,444
335,4330,0,259,81.8,4,4,4,444
336,4097590,0,243,74.4,4,4,4,444
337,984124,0,147,73.6,4,4,4,444
338,2653323,0,521,77.8,4,4,4,444
339,547877,0,185,101.0,4,4,4,444
340,3108349,0,300,92.2,4,4,4,444
341,4664259,0,341,72.0,4,4,4,444
342,3278572,0,94,72.2,4,3,4,434
343,1103897,0,223,79.2,4,4,4,444
344,1524498,0,352,90.6,4,4,4,444
345,261266,2,54,72.4,2,2,4,224
346,2983274,0,331,86.2,4,4,4,444
347,3389497,0,383,71.2,4,4,4,444
348,213602,0,81,74.6,4,3,4,434
349,4196075,0,224,72.4,4,4,4,444
350,88052,0,277,76.2,4,4,4,444
351,1175264,0,143,75.0,4,4,4,444
352,941931,0,498,92.6,4,4,4,444
353,4329662,0,238,71.0,4,4,4,444
354,214623,0,237,75.2,4,4,4,444
355,140578,0,382,138.8,4,4,4,444
356,4597786,0,277,77.0,4,4,4,444
357,1367653,5,141,70.4,1,3,4,134
358,678894,0,277,87.2,4,4,4,444
359,4458526,0,290,70.6,4,4,4,444
360,82397,0,194,74.2,4,4,4,444
361,4666666,2,451,83.4,2,4,4,244
362,163227,0,621,104.4,4,4,4,444
363,4618454,0,260,154.4,4,4,4,444
364,92492,2,260,86.0,2,4,4,244
365,723341,0,338,76.4,4,4,4,444
366,178240,0,237,78.2,4,4,4,444
367,223565,0,196,95.4,4,4,4,444
368,2699425,0,155,68.6,4,4,4,444
369,3849221,1,185,71.8,2,4,4,244
370,4077727,0,260,80.4,4,4,4,444
371,4363972,0,104,75.0,4,3,4,434
372,92183,0,131,76.2,4,3,4,434
373,226599,0,460,85.4,4,4,4,444
374,592409,0,264,131.0,4,4,4,444
375,110603,2,211,67.8,2,4,4,244
376,2066990,4,165,87.8,1,4,4,144
377,4189558,0,230,69.0,4,4,4,444
378,3982280,0,529,76.8,4,4,4,444
379,157947,0,184,70.0,4,4,4,444
380,4593721,3,205,72.2,1,4,4,144
381,373274,0,576,102.6,4,4,4,444
382,420712,0,223,70.0,4,4,4,444
383,2237425,1,342,81.4,2,4,4,244
384,2608132,0,265,89.8,4,4,4,444
385,145305,0,199,69.2,4,4,4,444
386,4017442,0,489,77.8,4,4,4,444
387,4603887,1,191,76.8,2,4,4,244
388,633415,0,122,99.80000000000001,4,3,4,434
389,670717,0,225,84.2,4,4,4,444
390,1087315,0,115,71.6,4,3,4,434
391,1044962,0,710,83.2,4,4,4,444
392,4607996,0,476,87.4,4,4,4,444
393,415314,0,343,97.0,4,4,4,444
394,196795,6,4,65.0,1,1,4,114
395,4463026,0,245,87.8,4,4,4,444
396,1210422,1,246,104.0,2,4,4,244
397,4512711,4,188,135.0,1,4,4,144
398,4563817,0,354,100.4,4,4,4,444
399,2562407,0,239,110.80000000000001,4,4,4,444
400,3536904,0,108,65.6,4,3,4,434
401,66322,2,323,70.2,2,4,4,244
402,4646871,1,64,69.2,2,2,4,224
403,1072191,0,140,107.4,4,3,4,434
404,1362919,0,295,69.4,4,4,4,444
405,4667624,5,143,108.4,1,4,4,144
406,860719,1,34,65.8,2,1,4,214
407,4560475,2,149,71.8,2,4,4,244
408,564133,0,128,65.8,4,3,4,434
409,375219,0,193,132.2,4,4,4,444
410,4643379,0,339,65.8,4,4,4,444
411,525053,2,52,63.0,2,2,4,224
412,4627364,0,49,64.0,4,2,4,424
413,518207,2,109,78.6,2,3,4,234
414,864997,0,166,67.6,4,4,4,444
415,4651274,0,169,66.0,4,4,4,444
416,3779482,0,196,63.4,4,4,4,444
417,399986,0,376,68.0,4,4,4,444
418,506655,2,53,67.4,2,2,4,224
419,4615790,0,235,72.8,4,4,4,444
420,4093531,2,57,63.2,2,2,4,224
421,2327358,0,337,69.6,4,4,4,444
422,4343578,0,224,81.0,4,4,4,444
423,3356650,0,71,63.2,4,2,4,424
424,1932446,2,308,67.6,2,4,4,244
425,258124,0,214,72.0,4,4,4,444
426,4618434,0,163,65.4,4,4,4,444
427,148801,3,86,83.4,1,3,4,134
428,97382,1,198,67.4,2,4,4,244
429,4669606,2,67,62.4,2,2,4,224
430,4480003,0,342,64.0,4,4,4,444
431,209660,0,437,83.4,4,4,4,444
432,4444355,0,609,139.0,4,4,4,444
433,4616932,6,6,60.0,1,1,4,114
434,4655649,0,109,70.8,4,3,4,434
435,957799,0,314,124.8,4,4,4,444
436,1083892,0,261,63.6,4,4,4,444
437,4158576,0,280,60.6,4,4,4,444
438,262448,2,289,63.8,2,4,4,244
439,4518248,0,141,74.8,4,3,4,434
440,4658321,0,60,59.4,4,2,4,424
441,2116489,0,412,67.8,4,4,4,444
442,4567975,4,81,65.0,1,3,4,134
443,3726944,0,388,86.6,4,4,4,444
444,426306,0,83,59.6,4,3,4,434
445,3859935,0,180,59.0,4,4,4,444
446,981802,0,182,86.2,4,4,4,444
447,1561874,0,846,139.2,4,4,4,444
448,1731722,1,73,80.8,2,2,4,224
449,1272765,0,264,61.4,4,4,4,444
450,470907,0,164,72.4,4,4,4,444
451,4566247,0,108,66.4,4,3,4,434
452,3432709,0,233,58.4,4,4,4,444
453,3402001,0,261,63.6,4,4,4,444
454,3132840,0,582,81.4,4,4,4,444
455,4634030,0,230,62.2,4,4,4,444
456,2437130,0,173,61.6,4,4,4,444
457,2693894,0,200,85.4,4,4,4,444
458,574053,0,293,75.0,4,4,4,444
459,4613131,3,4,57.2,1,1,4,114
460,390385,0,323,60.0,4,4,4,444
461,166353,0,336,71.8,4,4,4,444
462,4649572,1,181,62.6,2,4,4,244
463,4230246,0,788,107.2,4,4,4,444
464,290613,0,193,58.4,4,4,4,444
465,825199,0,342,67.0,4,4,4,444
466,169197,0,275,80.8,4,4,4,444
467,4483002,0,459,81.4,4,4,4,444
468,111523,1,76,65.0,2,2,4,224
469,3977124,0,89,56.4,4,3,4,434
470,3308246,0,207,61.2,4,4,4,444
471,4262498,0,238,60.8,4,4,4,444
472,297916,0,345,86.4,4,4,4,444
473,4086333,0,226,59.0,4,4,4,444
474,95472,0,131,58.4,4,3,4,434
475,218529,0,202,83.0,4,4,4,444
476,373223,0,151,60.6,4,4,4,444
477,721366,0,330,84.4,4,4,4,444
478,884194,0,347,85.2,4,4,4,444
479,2669180,0,354,93.2,4,4,4,444
480,2352926,1,221,57.8,2,4,4,244
481,839675,0,211,89.2,4,4,4,444
482,275815,0,41,63.2,4,2,4,424
483,3511909,0,98,56.4,4,3,4,434
484,777423,0,606,100.0,4,4,4,444
485,3325836,1,128,59.8,2,3,4,234
486,494629,2,45,86.6,2,2,4,224
487,581386,0,187,71.6,4,4,4,444
488,4454392,0,71,55.2,4,2,4,424
489,4627147,0,457,73.0,4,4,4,444
490,3346694,0,143,74.4,4,4,4,444
491,3722820,0,237,90.6,4,4,4,444
492,4520547,0,371,64.2,4,4,4,444
493,2619437,0,160,91.4,4,4,4,444
494,221231,0,173,63.2,4,4,4,444
495,619572,1,173,57.2,2,4,4,244
496,158089,0,49,75.8,4,2,4,424
497,4615505,0,440,89.2,4,4,4,444
498,3155503,0,295,81.6,4,4,4,444
499,4168978,0,97,54.0,4,3,4,434
500,20504,2,276,56.6,2,4,4,244
501,1005302,0,297,55.2,4,4,4,444
502,4545798,0,213,58.8,4,4,4,444
503,1000756,0,363,73.0,4,4,4,444
504,4385253,0,287,66.8,4,4,4,444
505,3882844,1,102,78.2,2,3,4,234
506,155922,0,554,80.0,4,4,4,444
507,912733,0,408,73.2,4,4,4,444
508,193031,0,258,66.2,4,4,4,444
509,359162,0,97,67.0,4,3,4,434
510,1851013,0,280,63.4,4,4,4,444
511,4581034,0,307,59.6,4,4,4,444
512,3388852,0,338,62.6,4,4,4,444
513,2155958,1,179,55.4,2,4,4,244
514,607558,0,95,98.4,4,3,4,434
515,333727,0,427,71.8,4,4,4,444
516,324903,2,340,76.8,2,4,4,244
517,28637,0,306,54.6,4,4,4,444
518,848263,0,165,57.8,4,4,4,444
519,4457646,0,90,55.0,4,3,4,434
520,4593010,0,257,58.6,4,4,4,444
521,92181,0,88,60.2,4,3,4,434
522,160946,0,626,57.0,4,4,4,444
523,411109,0,871,62.8,4,4,4,444
524,4660467,0,78,67.4,4,2,4,424
525,751916,4,131,57.2,1,3,4,134
526,166595,0,279,64.6,4,4,4,444
527,1762214,0,285,56.8,4,4,4,444
528,1217039,0,426,87.6,4,4,4,444
529,4326510,1,162,55.2,2,4,4,244
530,4348817,0,179,62.4,4,4,4,444
531,242933,0,444,96.80000000000001,4,4,4,444
532,480851,0,473,68.0,4,4,4,444
533,724873,0,242,57.0,4,4,4,444
534,4619507,0,148,54.2,4,4,4,444
535,4669507,3,6,52.6,1,1,4,114
536,103827,0,127,53.4,4,3,4,434
537,507598,0,658,58.6,4,4,4,444
538,252760,0,491,66.4,4,4,4,444
539,2212280,3,401,72.4,1,4,4,144
540,150040,0,72,52.4,4,2,4,424
541,907509,0,388,56.4,4,4,4,444
542,702309,1,165,55.4,2,4,4,244
543,2616155,0,134,76.4,4,3,4,434
544,4559911,0,396,76.2,4,4,4,444
545,779604,0,173,51.4,4,4,4,444
546,3138930,0,507,105.6,4,4,4,444
547,4495473,0,500,70.6,4,4,4,444
548,3643762,0,257,73.6,4,4,4,444
549,4661490,0,391,60.4,4,4,4,444
550,3803574,0,563,94.0,4,4,4,444
551,2346204,0,121,55.0,4,3,4,434
552,411924,0,321,55.4,4,4,4,444
553,577712,0,252,78.4,4,4,4,444
554,2326325,1,145,73.8,2,4,4,244
555,50466,0,682,71.2,4,4,4,444
556,815073,0,237,58.0,4,4,4,444
557,178258,0,307,94.6,4,4,4,444
558,595293,0,186,62.2,4,4,4,444
559,4616698,1,148,63.0,2,4,4,244
560,2573118,0,1029,64.8,4,4,4,444
561,700005,0,340,85.0,4,4,4,444
562,726832,0,156,61.6,4,4,4,444
563,1311108,1,94,50.4,2,3,4,234
564,76187,0,216,57.8,4,4,4,444
565,740909,0,233,65.2,4,4,4,444
566,4622281,1,159,78.4,2,4,4,244
567,4559167,0,176,54.0,4,4,4,444
568,1980138,0,124,65.0,4,3,4,434
569,129763,0,184,50.2,4,4,4,444
570,179600,0,237,58.8,4,4,4,444
571,637315,0,157,55.2,4,4,4,444
572,1612042,0,214,53.4,4,4,4,444
573,336158,1,167,59.0,2,4,4,244
574,431706,0,237,64.0,4,4,4,444
575,410955,0,223,68.8,4,4,4,444
576,1570207,0,333,62.4,4,4,4,444
577,266906,0,436,71.8,4,4,4,444
578,238523,0,200,57.2,4,4,4,444
579,1149120,0,682,58.8,4,4,4,444
580,258584,0,372,94.4,4,4,4,444
581,483102,0,267,59.6,4,4,4,444
582,4132189,0,200,97.2,4,4,4,444
583,868142,0,286,75.6,4,4,4,444
584,326295,0,142,51.8,4,4,4,444
585,981612,0,73,58.2,4,2,4,424
586,621674,0,40,49.0,4,1,4,414
587,4672328,0,115,49.0,4,3,4,434
588,4359613,0,573,118.2,4,4,4,444
589,123211,0,199,130.2,4,4,4,444
590,4659637,0,470,73.2,4,4,4,444
591,4606445,0,78,48.0,4,2,4,424
592,1424640,0,334,60.0,4,4,4,444
593,2468703,0,262,54.8,4,4,4,444
594,2340825,0,73,50.0,4,2,4,424
595,822373,0,230,73.0,4,4,4,444
596,383680,1,139,59.0,2,3,4,234
597,3861660,0,94,48.4,4,3,4,434
598,585848,0,384,101.6,4,4,4,444
599,1279894,0,740,137.60000000000002,4,4,4,444
600,714791,0,134,48.0,4,3,4,434
601,144544,0,380,115.8,4,4,4,444
602,4620494,0,122,72.6,4,3,4,434
603,422217,0,582,76.2,4,4,4,444
604,2426032,3,41,63.6,1,2,4,124
605,2470967,0,218,48.6,4,4,4,444
606,181429,0,210,57.6,4,4,4,444
607,2947501,0,189,63.0,4,4,4,444
608,2048561,0,223,51.2,4,4,4,444
609,3843913,0,212,59.4,4,4,4,444
610,4085951,0,315,98.80000000000001,4,4,4,444
611,2386117,1,233,51.0,2,4,4,244
612,3767915,0,444,55.0,4,4,4,444
613,3740220,0,190,54.0,4,4,4,444
614,1864555,1,95,48.2,2,3,4,234
615,4470358,4,291,66.4,1,4,4,144
616,4672525,2,66,61.6,2,2,4,224
617,1007281,0,53,47.0,4,2,4,424
618,734252,1,150,51.0,2,4,4,244
619,4518592,0,192,50.8,4,4,4,444
620,752029,0,254,67.0,4,4,4,444
621,87501,2,72,47.2,2,2,4,224
622,359483,0,198,59.0,4,4,4,444
623,702962,0,719,62.400000000000006,4,4,4,444
624,843131,0,290,77.0,4,4,4,444
625,341795,0,336,64.0,4,4,4,444
626,3069650,0,170,47.6,4,4,4,444
627,479860,0,109,80.2,4,3,4,434
628,123193,0,201,50.0,4,4,4,444
629,920041,0,257,50.8,4,4,4,444
630,4545506,0,334,64.4,4,4,4,444
631,233624,0,35,46.0,4,1,4,414
632,679532,0,404,55.6,4,4,4,444
633,3068566,0,128,53.4,4,3,4,434
634,1956184,0,372,88.0,4,4,4,444
635,161057,0,74,48.6,4,2,4,424
636,887228,0,54,55.6,4,2,4,424
637,593789,0,163,60.6,4,4,4,444
638,2113241,0,256,51.6,4,4,4,444
639,893134,0,435,53.0,4,4,4,444
640,1113243,2,162,52.0,2,4,4,244
641,189719,1,271,51.6,2,4,4,244
642,3712015,0,349,71.6,4,4,4,444
643,4322815,0,453,56.4,4,4,4,444
644,61491,0,248,60.2,4,4,4,444
