,mid,Recency,Frequency,Engagement,R_Quartile,F_Quartile,E_Quartile,RFEScore,Segment
0,170325,0,1925,1233.0,4,4,4,444,Best user
1,3166981,0,496,889.0,4,4,4,444,Best user
2,558560,0,486,880.0,4,4,4,444,Best user
3,1522673,0,491,811.2,4,4,4,444,Best user
4,3796559,0,1287,1062.2,4,4,4,444,Best user
5,498940,0,669,695.2,4,4,4,444,Best user
6,682936,0,417,643.0,4,4,4,444,Best user
7,160112,0,2611,641.8,4,4,4,444,Best user
8,63153,0,2123,598.4,4,4,4,444,Best user
9,649373,0,295,522.0,4,4,4,444,Best user
10,1599088,0,436,519.2,4,4,4,444,Best user
11,296994,0,468,554.2,4,4,4,444,Best user
12,1074690,0,282,476.0,4,4,4,444,Best user
13,4545600,0,1008,830.2,4,4,4,444,Best user
14,3762381,0,990,642.6,4,4,4,444,Best user
15,437708,0,793,453.2,4,4,4,444,Best user
16,2781579,0,1233,615.0,4,4,4,444,Best user
17,4510105,0,1036,410.8,4,4,4,444,Best user
18,2724686,0,736,361.4,4,4,4,444,Best user
19,1203109,1,249,352.8,2,4,4,244,Almost lost best user
20,1428399,0,1659,369.0,4,4,4,444,Best user
21,352454,1,162,384.2,2,4,4,244,Almost lost best user
22,1910545,0,722,337.8,4,4,4,444,Best user
23,3339481,3,519,372.8,1,4,4,144,Lost best user
24,4340607,0,1521,647.2,4,4,4,444,Best user
25,3337732,0,1566,593.6,4,4,4,444,Best user
26,4427540,0,594,406.4,4,4,4,444,Best user
27,4393223,0,2266,557.6,4,4,4,444,Best user
28,670450,0,489,621.6,4,4,4,444,Best user
29,739204,0,724,382.6,4,4,4,444,Best user
30,3849019,0,451,293.2,4,4,4,444,Best user
31,63516,0,882,296.2,4,4,4,444,Best user
32,668828,0,502,412.6,4,4,4,444,Best user
33,4634698,2,447,351.6,2,4,4,244,Almost lost best user
34,4596351,0,464,297.4,4,4,4,444,Best user
35,3142578,0,136,267.0,4,3,4,434,Big contributor
36,1686632,0,789,365.4,4,4,4,444,Best user
37,4021474,0,394,270.2,4,4,4,444,Best user
38,2479577,0,708,321.8,4,4,4,444,Best user
39,4627869,0,1050,287.8,4,4,4,444,Best user
40,652893,0,249,243.0,4,4,4,444,Best user
41,803442,0,659,263.6,4,4,4,444,Best user
42,177254,0,564,274.8,4,4,4,444,Best user
43,311074,0,451,304.6,4,4,4,444,Best user
44,685376,0,139,232.0,4,3,4,434,Big contributor
45,876545,0,120,231.0,4,3,4,434,Big contributor
46,97088,0,1266,247.4,4,4,4,444,Best user
47,241567,1,563,245.6,2,4,4,244,Almost lost best user
48,3808159,0,555,270.8,4,4,4,444,Best user
49,2635177,0,90,224.6,4,3,4,434,Big contributor
50,231205,0,190,375.4,4,4,4,444,Best user
51,3763386,0,192,237.6,4,4,4,444,Best user
52,3663351,0,599,218.6,4,4,4,444,Best user
53,4379835,0,532,281.6,4,4,4,444,Best user
54,4661612,4,392,215.2,1,4,4,144,Lost best user
55,4671979,0,507,227.6,4,4,4,444,Best user
56,4012218,2,80,198.4,2,3,4,234,Almost lost user
57,434867,0,825,202.2,4,4,4,444,Best user
58,711730,0,592,313.4,4,4,4,444,Best user
59,3788130,0,238,202.2,4,4,4,444,Best user
60,4107496,0,111,192.0,4,3,4,434,Big contributor
61,3949931,0,336,176.8,4,4,4,444,Best user
62,3211913,0,312,210.0,4,4,4,444,Best user
63,157385,0,512,293.2,4,4,4,444,Best user
64,2808649,0,385,178.0,4,4,4,444,Best user
65,4549145,0,425,381.4,4,4,4,444,Best user
66,179922,0,473,206.0,4,4,4,444,Best user
67,1057229,0,150,176.4,4,4,4,444,Best user
68,4668416,0,472,187.2,4,4,4,444,Best user
69,300374,2,190,186.0,2,4,4,244,Almost lost best user
70,3547790,0,156,169.2,4,4,4,444,Best user
71,548241,0,516,193.2,4,4,4,444,Best user
72,4669887,0,223,245.8,4,4,4,444,Best user
73,586974,0,381,291.2,4,4,4,444,Best user
74,606176,0,146,166.6,4,4,4,444,Best user
75,4296827,0,654,239.2,4,4,4,444,Best user
76,2119676,0,542,164.6,4,4,4,444,Best user
77,2874271,0,345,181.8,4,4,4,444,Best user
78,3939140,0,620,278.6,4,4,4,444,Best user
79,675415,1,88,158.4,2,3,4,234,Almost lost user
80,1219966,0,287,286.20000000000005,4,4,4,444,Best user
81,3271723,0,569,259.4,4,4,4,444,Best user
82,1082362,0,257,159.6,4,4,4,444,Best user
83,511250,1,367,186.4,2,4,4,244,Almost lost best user
84,265954,0,1060,219.0,4,4,4,444,Best user
85,4609054,0,417,170.8,4,4,4,444,Best user
86,523485,0,302,158.6,4,4,4,444,Best user
87,4481104,5,232,156.4,1,4,4,144,Lost best user
88,912751,0,180,153.4,4,4,4,444,Best user
89,220723,0,172,156.4,4,4,4,444,Best user
90,4655813,3,213,148.2,1,4,4,144,Lost best user
91,4359806,0,581,173.4,4,4,4,444,Best user
92,118477,0,523,210.2,4,4,4,444,Best user
93,822399,0,503,160.6,4,4,4,444,Best user
94,4054760,0,659,205.4,4,4,4,444,Best user
95,585781,0,327,241.0,4,4,4,444,Best user
96,36950,0,313,224.4,4,4,4,444,Best user
97,4651231,2,220,166.0,2,4,4,244,Almost lost best user
98,176167,0,268,152.4,4,4,4,444,Best user
99,4597917,0,388,245.0,4,4,4,444,Best user
100,690736,0,210,202.8,4,4,4,444,Best user
101,4532328,0,456,147.8,4,4,4,444,Best user
102,4367224,0,892,160.8,4,4,4,444,Best user
103,785849,0,742,145.0,4,4,4,444,Best user
104,4437763,2,271,143.8,2,4,4,244,Almost lost best user
105,1808959,2,220,217.2,2,4,4,244,Almost lost best user
106,194065,0,412,163.6,4,4,4,444,Best user
107,227408,0,132,138.0,4,3,4,434,Big contributor
108,196472,0,624,157.6,4,4,4,444,Best user
109,4671935,0,147,142.2,4,4,4,444,Best user
110,565719,0,236,255.4,4,4,4,444,Best user
111,1427819,0,340,137.0,4,4,4,444,Best user
112,3830725,0,87,134.0,4,3,4,434,Big contributor
113,929223,0,373,138.2,4,4,4,444,Best user
114,4505358,0,1669,281.8,4,4,4,444,Best user
115,4617741,0,244,130.4,4,4,4,444,Best user
116,3407594,0,461,131.4,4,4,4,444,Best user
117,199897,0,718,182.0,4,4,4,444,Best user
118,890894,0,705,156.8,4,4,4,444,Best user
119,2403959,0,279,175.2,4,4,4,444,Best user
120,688004,0,58,128.0,4,2,4,424,Big contributor
121,1636792,0,475,245.8,4,4,4,444,Best user
122,3575330,0,150,136.8,4,4,4,444,Best user
123,4250130,0,243,146.6,4,4,4,444,Best user
124,4653731,0,302,131.4,4,4,4,444,Best user
125,495653,2,52,125.2,2,2,4,224,Almost lost user
126,581277,0,290,183.2,4,4,4,444,Best user
127,605652,0,411,155.0,4,4,4,444,Best user
128,1379695,2,271,125.8,2,4,4,244,Almost lost best user
129,4469698,0,545,126.2,4,4,4,444,Best user
130,4561664,0,435,164.8,4,4,4,444,Best user
131,4610390,0,185,129.0,4,4,4,444,Best user
132,1101259,0,481,222.8,4,4,4,444,Best user
133,3181438,0,270,181.0,4,4,4,444,Best user
134,154811,0,234,181.8,4,4,4,444,Best user
135,51273,0,886,198.0,4,4,4,444,Best user
136,3933498,0,305,121.8,4,4,4,444,Best user
137,3954471,0,438,124.0,4,4,4,444,Best user
138,1313900,0,272,194.4,4,4,4,444,Best user
139,710499,0,261,144.4,4,4,4,444,Best user
140,603942,0,473,131.8,4,4,4,444,Best user
141,709736,0,330,221.2,4,4,4,444,Best user
142,504363,0,89,118.6,4,3,4,434,Big contributor
143,4375086,0,255,119.6,4,4,4,444,Best user
144,433385,0,339,122.2,4,4,4,444,Best user
145,580159,2,239,180.8,2,4,4,244,Almost lost best user
146,4308661,0,249,118.8,4,4,4,444,Best user
147,727122,0,853,153.0,4,4,4,444,Best user
148,147116,0,235,128.0,4,4,4,444,Best user
149,4368195,0,427,219.2,4,4,4,444,Best user
150,3833826,0,205,114.2,4,4,4,444,Best user
151,143120,2,182,115.0,2,4,4,244,Almost lost best user
152,356991,0,184,114.8,4,4,4,444,Best user
153,188794,0,344,147.0,4,4,4,444,Best user
154,4019363,0,172,113.4,4,4,4,444,Best user
155,858081,0,295,115.8,4,4,4,444,Best user
156,401318,0,263,118.0,4,4,4,444,Best user
157,544382,0,315,120.2,4,4,4,444,Best user
158,3339513,0,136,138.2,4,3,4,434,Big contributor
159,703744,0,999,177.60000000000002,4,4,4,444,Best user
160,1595,0,778,150.2,4,4,4,444,Best user
161,272283,0,56,125.0,4,2,4,424,Big contributor
162,4287722,0,537,126.0,4,4,4,444,Best user
163,278777,0,487,114.0,4,4,4,444,Best user
164,1511167,0,569,123.6,4,4,4,444,Best user
165,4053831,0,413,127.0,4,4,4,444,Best user
166,478854,0,50,108.0,4,2,4,424,Big contributor
167,582604,0,356,122.4,4,4,4,444,Best user
168,414981,0,511,178.8,4,4,4,444,Best user
169,425846,0,552,109.4,4,4,4,444,Best user
170,4665693,0,303,109.8,4,4,4,444,Best user
171,402290,0,596,107.2,4,4,4,444,Best user
172,198587,0,1061,210.0,4,4,4,444,Best user
173,277209,1,356,148.4,2,4,4,244,Almost lost best user
174,2854971,0,342,108.2,4,4,4,444,Best user
175,1159344,2,152,127.0,2,4,4,244,Almost lost best user
176,947878,0,245,108.0,4,4,4,444,Best user
177,2099550,0,513,167.2,4,4,4,444,Best user
178,4668581,0,457,131.8,4,4,4,444,Best user
179,623267,0,622,106.8,4,4,4,444,Best user
180,3578,0,62,104.0,4,2,4,424,Big contributor
181,250221,0,803,133.6,4,4,4,444,Best user
182,4670497,0,179,143.2,4,4,4,444,Best user
183,834403,0,284,118.8,4,4,4,444,Best user
184,240824,0,449,201.8,4,4,4,444,Best user
185,4667636,3,11,135.4,1,1,4,114,Lost user
186,3728518,2,126,188.2,2,3,4,234,Almost lost user
187,514135,0,530,116.4,4,4,4,444,Best user
188,790855,0,814,228.2,4,4,4,444,Best user
189,641461,0,365,145.4,4,4,4,444,Best user
190,2992959,0,325,120.0,4,4,4,444,Best user
191,36587,0,672,171.8,4,4,4,444,Best user
192,434231,0,536,264.4,4,4,4,444,Best user
193,601583,0,276,126.2,4,4,4,444,Best user
194,525278,0,702,129.4,4,4,4,444,Best user
195,284525,1,334,119.4,2,4,4,244,Almost lost best user
196,4640352,0,364,104.2,4,4,4,444,Best user
197,4673609,0,229,126.6,4,4,4,444,Best user
198,436977,0,166,208.60000000000002,4,4,4,444,Best user
199,3835471,1,65,99.2,2,2,4,224,Almost lost user
200,2275804,0,376,110.2,4,4,4,444,Best user
201,584442,0,312,179.0,4,4,4,444,Best user
202,1279505,1,240,114.6,2,4,4,244,Almost lost best user
203,90613,0,337,201.8,4,4,4,444,Best user
204,1855823,2,313,108.2,2,4,4,244,Almost lost best user
205,4322085,0,377,216.4,4,4,4,444,Best user
206,1554389,0,283,118.2,4,4,4,444,Best user
207,1652502,0,81,96.0,4,3,4,434,Big contributor
208,4275558,0,479,121.2,4,4,4,444,Best user
209,202186,0,235,162.4,4,4,4,444,Best user
210,819849,0,79,95.2,4,3,4,434,Big contributor
211,515222,0,377,98.4,4,4,4,444,Best user
212,2868871,0,190,164.60000000000002,4,4,4,444,Best user
213,1946446,0,267,96.4,4,4,4,444,Best user
214,440463,0,573,108.0,4,4,4,444,Best user
215,720408,0,375,124.6,4,4,4,444,Best user
216,648552,0,352,113.8,4,4,4,444,Best user
217,3980485,0,336,98.0,4,4,4,444,Best user
218,344005,0,599,142.6,4,4,4,444,Best user
219,1457,0,248,95.6,4,4,4,444,Best user
220,4540522,3,27,94.4,1,1,4,114,Lost user
221,4659978,0,156,104.4,4,4,4,444,Best user
222,590627,0,197,102.0,4,4,4,444,Best user
223,504782,0,251,98.0,4,4,4,444,Best user
224,1468927,2,151,198.0,2,4,4,244,Almost lost best user
225,4436365,0,554,122.8,4,4,4,444,Best user
226,185554,0,164,106.0,4,4,4,444,Best user
227,123377,0,291,105.6,4,4,4,444,Best user
228,405573,0,540,125.2,4,4,4,444,Best user
229,897815,0,325,171.0,4,4,4,444,Best user
230,1731706,3,14,93.8,1,1,4,114,Lost user
231,4116437,0,251,91.6,4,4,4,444,Best user
232,4195316,0,304,106.6,4,4,4,444,Best user
233,4253640,0,406,115.6,4,4,4,444,Best user
234,596531,0,81,90.6,4,3,4,434,Big contributor
235,4648240,0,198,93.4,4,4,4,444,Best user
236,1059017,0,79,90.2,4,3,4,434,Big contributor
237,324176,0,359,154.2,4,4,4,444,Best user
238,3478394,0,509,119.4,4,4,4,444,Best user
239,646256,2,62,89.0,2,2,4,224,Almost lost user
240,899204,0,61,93.4,4,2,4,424,Big contributor
241,46373,0,423,112.4,4,4,4,444,Best user
242,1198906,0,168,120.2,4,4,4,444,Best user
243,4395638,0,395,110.8,4,4,4,444,Best user
244,1602243,1,179,91.2,2,4,4,244,Almost lost best user
245,2897295,0,822,157.8,4,4,4,444,Best user
246,634403,0,508,116.6,4,4,4,444,Best user
247,4157047,0,443,150.2,4,4,4,444,Best user
248,725853,0,383,109.4,4,4,4,444,Best user
249,3016386,0,649,94.4,4,4,4,444,Best user
250,268499,0,373,93.4,4,4,4,444,Best user
251,4547826,0,398,107.8,4,4,4,444,Best user
252,2639720,0,222,87.0,4,4,4,444,Best user
253,3941113,0,178,88.2,4,4,4,444,Best user
254,4306957,0,691,110.2,4,4,4,444,Best user
255,672368,3,7,85.0,1,1,4,114,Lost user
256,4076312,0,509,101.6,4,4,4,444,Best user
257,765734,0,220,145.2,4,4,4,444,Best user
258,772600,1,28,98.4,2,1,4,214,Almost lost user
259,676320,0,820,142.4,4,4,4,444,Best user
260,411794,0,505,114.4,4,4,4,444,Best user
261,756340,0,150,88.8,4,4,4,444,Best user
262,3294630,0,135,84.8,4,3,4,434,Big contributor
263,3991677,0,228,89.2,4,4,4,444,Best user
264,3471264,0,910,105.8,4,4,4,444,Best user
265,977197,1,88,92.0,2,3,4,234,Almost lost user
266,675550,0,319,159.0,4,4,4,444,Best user
267,118407,1,220,86.2,2,4,4,244,Almost lost best user
268,889672,0,370,92.2,4,4,4,444,Best user
269,125,2,235,87.2,2,4,4,244,Almost lost best user
270,2032564,0,382,98.4,4,4,4,444,Best user
271,92147,0,84,86.6,4,3,4,434,Big contributor
272,723519,0,364,133.8,4,4,4,444,Best user
273,4022573,0,253,96.4,4,4,4,444,Best user
274,494649,1,128,90.4,2,3,4,234,Almost lost user
275,103173,2,326,92.2,2,4,4,244,Almost lost best user
276,584981,0,83,222.0,4,3,4,434,Big contributor
277,4548495,0,51,81.2,4,2,4,424,Big contributor
278,868570,0,100,81.4,4,3,4,434,Big contributor
279,1587225,0,137,81.4,4,3,4,434,Big contributor
280,3648667,0,698,101.8,4,4,4,444,Best user
281,562279,2,138,91.2,2,3,4,234,Almost lost user
282,121126,0,135,82.4,4,3,4,434,Big contributor
283,4522676,0,523,91.4,4,4,4,444,Best user
284,201014,0,95,89.4,4,3,4,434,Big contributor
285,3845599,0,516,94.4,4,4,4,444,Best user
286,224441,0,361,83.6,4,4,4,444,Best user
287,557193,0,474,106.8,4,4,4,444,Best user
288,220702,0,407,84.8,4,4,4,444,Best user
289,1459811,0,528,94.2,4,4,4,444,Best user
290,158093,0,303,156.4,4,4,4,444,Best user
291,793413,0,479,86.2,4,4,4,444,Best user
292,206317,0,275,86.6,4,4,4,444,Best user
293,687855,0,536,89.4,4,4,4,444,Best user
294,1269356,0,271,90.4,4,4,4,444,Best user
295,700857,0,883,180.0,4,4,4,444,Best user
296,300273,0,142,82.2,4,4,4,444,Best user
297,4665077,0,488,239.4,4,4,4,444,Best user
298,459386,1,264,100.2,2,4,4,244,Almost lost best user
299,4484604,0,217,80.4,4,4,4,444,Best user
300,4245657,0,357,90.4,4,4,4,444,Best user
301,2758802,2,246,82.6,2,4,4,244,Almost lost best user
302,94252,0,366,86.4,4,4,4,444,Best user
303,4667629,4,108,153.0,1,3,4,134,Lost user
304,615445,0,147,141.8,4,4,4,444,Best user
305,4545683,0,582,95.6,4,4,4,444,Best user
306,3439983,0,331,132.0,4,4,4,444,Best user
307,154027,0,67,77.8,4,2,4,424,Big contributor
308,635481,0,109,76.6,4,3,4,434,Big contributor
309,875070,1,239,138.6,2,4,4,244,Almost lost best user
310,300678,0,248,99.4,4,4,4,444,Best user
311,4443631,0,467,83.8,4,4,4,444,Best user
312,4347525,0,214,122.4,4,4,4,444,Best user
313,1248090,0,62,87.2,4,2,4,424,Big contributor
314,1693995,0,465,184.2,4,4,4,444,Best user
315,931503,1,131,77.6,2,3,4,234,Almost lost user
316,88374,0,322,77.8,4,4,4,444,Best user
317,4629435,0,641,119.2,4,4,4,444,Best user
318,3412835,4,155,78.4,1,4,4,144,Lost best user
319,4554163,0,418,82.6,4,4,4,444,Best user
320,372762,0,136,83.4,4,3,4,434,Big contributor
321,1579741,0,214,113.2,4,4,4,444,Best user
322,4277299,0,216,101.8,4,4,4,444,Best user
323,868876,1,219,78.4,2,4,4,244,Almost lost best user
324,3645864,0,418,140.2,4,4,4,444,Best user
325,2030166,1,295,77.8,2,4,4,244,Almost lost best user
326,1036,0,1066,103.2,4,4,4,444,Best user
327,3448265,0,367,82.2,4,4,4,444,Best user
328,186396,0,281,82.0,4,4,4,444,Best user
329,2881936,0,568,126.2,4,4,4,444,Best user
330,562056,0,75,74.0,4,2,4,424,Big contributor
331,3772386,0,477,142.8,4,4,4,444,Best user
332,4635935,0,284,77.8,4,4,4,444,Best user
333,4114431,0,212,73.6,4,4,4,444,Best user
334,478644,0,668,205.8,4,4,4,444,Best user
335,4330,0,259,81.8,4,4,4,444,Best user
336,4097590,0,243,74.4,4,4,4,444,Best user
337,984124,0,147,73.6,4,4,4,444,Best user
338,2653323,0,521,77.8,4,4,4,444,Best user
339,547877,0,185,101.0,4,4,4,444,Best user
340,3108349,0,300,92.2,4,4,4,444,Best user
341,4664259,0,341,72.0,4,4,4,444,Best user
342,3278572,0,94,72.2,4,3,4,434,Big contributor
343,1103897,0,223,79.2,4,4,4,444,Best user
344,1524498,0,352,90.6,4,4,4,444,Best user
345,261266,2,54,72.4,2,2,4,224,Almost lost user
346,2983274,0,331,86.2,4,4,4,444,Best user
347,3389497,0,383,71.2,4,4,4,444,Best user
348,213602,0,81,74.6,4,3,4,434,Big contributor
349,4196075,0,224,72.4,4,4,4,444,Best user
350,88052,0,277,76.2,4,4,4,444,Best user
351,1175264,0,143,75.0,4,4,4,444,Best user
352,941931,0,498,92.6,4,4,4,444,Best user
353,4329662,0,238,71.0,4,4,4,444,Best user
354,214623,0,237,75.2,4,4,4,444,Best user
355,140578,0,382,138.8,4,4,4,444,Best user
356,4597786,0,277,77.0,4,4,4,444,Best user
357,1367653,5,141,70.4,1,3,4,134,Lost user
358,678894,0,277,87.2,4,4,4,444,Best user
359,4458526,0,290,70.6,4,4,4,444,Best user
360,82397,0,194,74.2,4,4,4,444,Best user
361,4666666,2,451,83.4,2,4,4,244,Almost lost best user
362,163227,0,621,104.4,4,4,4,444,Best user
363,4618454,0,260,154.4,4,4,4,444,Best user
364,92492,2,260,86.0,2,4,4,244,Almost lost best user
365,723341,0,338,76.4,4,4,4,444,Best user
366,178240,0,237,78.2,4,4,4,444,Best user
367,223565,0,196,95.4,4,4,4,444,Best user
368,2699425,0,155,68.6,4,4,4,444,Best user
369,3849221,1,185,71.8,2,4,4,244,Almost lost best user
370,4077727,0,260,80.4,4,4,4,444,Best user
371,4363972,0,104,75.0,4,3,4,434,Big contributor
372,92183,0,131,76.2,4,3,4,434,Big contributor
373,226599,0,460,85.4,4,4,4,444,Best user
374,592409,0,264,131.0,4,4,4,444,Best user
375,110603,2,211,67.8,2,4,4,244,Almost lost best user
376,2066990,4,165,87.8,1,4,4,144,Lost best user
377,4189558,0,230,69.0,4,4,4,444,Best user
378,3982280,0,529,76.8,4,4,4,444,Best user
379,157947,0,184,70.0,4,4,4,444,Best user
380,4593721,3,205,72.2,1,4,4,144,Lost best user
381,373274,0,576,102.6,4,4,4,444,Best user
382,420712,0,223,70.0,4,4,4,444,Best user
383,2237425,1,342,81.4,2,4,4,244,Almost lost best user
384,2608132,0,265,89.8,4,4,4,444,Best user
385,145305,0,199,69.2,4,4,4,444,Best user
386,4017442,0,489,77.8,4,4,4,444,Best user
387,4603887,1,191,76.8,2,4,4,244,Almost lost best user
388,633415,0,122,99.80000000000001,4,3,4,434,Big contributor
389,670717,0,225,84.2,4,4,4,444,Best user
390,1087315,0,115,71.6,4,3,4,434,Big contributor
391,1044962,0,710,83.2,4,4,4,444,Best user
392,4607996,0,476,87.4,4,4,4,444,Best user
393,415314,0,343,97.0,4,4,4,444,Best user
394,196795,6,4,65.0,1,1,4,114,Lost user
395,4463026,0,245,87.8,4,4,4,444,Best user
396,1210422,1,246,104.0,2,4,4,244,Almost lost best user
397,4512711,4,188,135.0,1,4,4,144,Lost best user
398,4563817,0,354,100.4,4,4,4,444,Best user
399,2562407,0,239,110.80000000000001,4,4,4,444,Best user
400,3536904,0,108,65.6,4,3,4,434,Big contributor
401,66322,2,323,70.2,2,4,4,244,Almost lost best user
402,4646871,1,64,69.2,2,2,4,224,Almost lost user
403,1072191,0,140,107.4,4,3,4,434,Big contributor
404,1362919,0,295,69.4,4,4,4,444,Best user
405,4667624,5,143,108.4,1,4,4,144,Lost best user
406,860719,1,34,65.8,2,1,4,214,Almost lost user
407,4560475,2,149,71.8,2,4,4,244,Almost lost best user
408,564133,0,128,65.8,4,3,4,434,Big contributor
409,375219,0,193,132.2,4,4,4,444,Best user
410,4643379,0,339,65.8,4,4,4,444,Best user
411,525053,2,52,63.0,2,2,4,224,Almost lost user
412,4627364,0,49,64.0,4,2,4,424,Big contributor
413,518207,2,109,78.6,2,3,4,234,Almost lost user
414,864997,0,166,67.6,4,4,4,444,Best user
415,4651274,0,169,66.0,4,4,4,444,Best user
416,3779482,0,196,63.4,4,4,4,444,Best user
417,399986,0,376,68.0,4,4,4,444,Best user
418,506655,2,53,67.4,2,2,4,224,Almost lost user
419,4615790,0,235,72.8,4,4,4,444,Best user
420,4093531,2,57,63.2,2,2,4,224,Almost lost user
421,2327358,0,337,69.6,4,4,4,444,Best user
422,4343578,0,224,81.0,4,4,4,444,Best user
423,3356650,0,71,63.2,4,2,4,424,Big contributor
424,1932446,2,308,67.6,2,4,4,244,Almost lost best user
425,258124,0,214,72.0,4,4,4,444,Best user
426,4618434,0,163,65.4,4,4,4,444,Best user
427,148801,3,86,83.4,1,3,4,134,Lost user
428,97382,1,198,67.4,2,4,4,244,Almost lost best user
429,4669606,2,67,62.4,2,2,4,224,Almost lost user
430,4480003,0,342,64.0,4,4,4,444,Best user
431,209660,0,437,83.4,4,4,4,444,Best user
432,4444355,0,609,139.0,4,4,4,444,Best user
433,4616932,6,6,60.0,1,1,4,114,Lost user
434,4655649,0,109,70.8,4,3,4,434,Big contributor
435,957799,0,314,124.8,4,4,4,444,Best user
436,1083892,0,261,63.6,4,4,4,444,Best user
437,4158576,0,280,60.6,4,4,4,444,Best user
438,262448,2,289,63.8,2,4,4,244,Almost lost best user
439,4518248,0,141,74.8,4,3,4,434,Big contributor
440,4658321,0,60,59.4,4,2,4,424,Big contributor
441,2116489,0,412,67.8,4,4,4,444,Best user
442,4567975,4,81,65.0,1,3,4,134,Lost user
443,3726944,0,388,86.6,4,4,4,444,Best user
444,426306,0,83,59.6,4,3,4,434,Big contributor
445,3859935,0,180,59.0,4,4,4,444,Best user
446,981802,0,182,86.2,4,4,4,444,Best user
447,1561874,0,846,139.2,4,4,4,444,Best user
448,1731722,1,73,80.8,2,2,4,224,Almost lost user
449,1272765,0,264,61.4,4,4,4,444,Best user
450,470907,0,164,72.4,4,4,4,444,Best user
451,4566247,0,108,66.4,4,3,4,434,Big contributor
452,3432709,0,233,58.4,4,4,4,444,Best user
453,3402001,0,261,63.6,4,4,4,444,Best user
454,3132840,0,582,81.4,4,4,4,444,Best user
455,4634030,0,230,62.2,4,4,4,444,Best user
456,2437130,0,173,61.6,4,4,4,444,Best user
457,2693894,0,200,85.4,4,4,4,444,Best user
458,574053,0,293,75.0,4,4,4,444,Best user
459,4613131,3,4,57.2,1,1,4,114,Lost user
460,390385,0,323,60.0,4,4,4,444,Best user
461,166353,0,336,71.8,4,4,4,444,Best user
462,4649572,1,181,62.6,2,4,4,244,Almost lost best user
463,4230246,0,788,107.2,4,4,4,444,Best user
464,290613,0,193,58.4,4,4,4,444,Best user
465,825199,0,342,67.0,4,4,4,444,Best user
466,169197,0,275,80.8,4,4,4,444,Best user
467,4483002,0,459,81.4,4,4,4,444,Best user
468,111523,1,76,65.0,2,2,4,224,Almost lost user
469,3977124,0,89,56.4,4,3,4,434,Big contributor
470,3308246,0,207,61.2,4,4,4,444,Best user
471,4262498,0,238,60.8,4,4,4,444,Best user
472,297916,0,345,86.4,4,4,4,444,Best user
473,4086333,0,226,59.0,4,4,4,444,Best user
474,95472,0,131,58.4,4,3,4,434,Big contributor
475,218529,0,202,83.0,4,4,4,444,Best user
476,373223,0,151,60.6,4,4,4,444,Best user
477,721366,0,330,84.4,4,4,4,444,Best user
478,884194,0,347,85.2,4,4,4,444,Best user
479,2669180,0,354,93.2,4,4,4,444,Best user
480,2352926,1,221,57.8,2,4,4,244,Almost lost best user
481,839675,0,211,89.2,4,4,4,444,Best user
482,275815,0,41,63.2,4,2,4,424,Big contributor
483,3511909,0,98,56.4,4,3,4,434,Big contributor
484,777423,0,606,100.0,4,4,4,444,Best user
485,3325836,1,128,59.8,2,3,4,234,Almost lost user
486,494629,2,45,86.6,2,2,4,224,Almost lost user
487,581386,0,187,71.6,4,4,4,444,Best user
488,4454392,0,71,55.2,4,2,4,424,Big contributor
489,4627147,0,457,73.0,4,4,4,444,Best user
490,3346694,0,143,74.4,4,4,4,444,Best user
491,3722820,0,237,90.6,4,4,4,444,Best user
492,4520547,0,371,64.2,4,4,4,444,Best user
493,2619437,0,160,91.4,4,4,4,444,Best user
494,221231,0,173,63.2,4,4,4,444,Best user
495,619572,1,173,57.2,2,4,4,244,Almost lost best user
496,158089,0,49,75.8,4,2,4,424,Big contributor
497,4615505,0,440,89.2,4,4,4,444,Best user
498,3155503,0,295,81.6,4,4,4,444,Best user
499,4168978,0,97,54.0,4,3,4,434,Big contributor
500,20504,2,276,56.6,2,4,4,244,Almost lost best user
501,1005302,0,297,55.2,4,4,4,444,Best user
502,4545798,0,213,58.8,4,4,4,444,Best user
503,1000756,0,363,73.0,4,4,4,444,Best user
504,4385253,0,287,66.8,4,4,4,444,Best user
505,3882844,1,102,78.2,2,3,4,234,Almost lost user
506,155922,0,554,80.0,4,4,4,444,Best user
507,912733,0,408,73.2,4,4,4,444,Best user
508,193031,0,258,66.2,4,4,4,444,Best user
509,359162,0,97,67.0,4,3,4,434,Big contributor
510,1851013,0,280,63.4,4,4,4,444,Best user
511,4581034,0,307,59.6,4,4,4,444,Best user
512,3388852,0,338,62.6,4,4,4,444,Best user
513,2155958,1,179,55.4,2,4,4,244,Almost lost best user
514,607558,0,95,98.4,4,3,4,434,Big contributor
515,333727,0,427,71.8,4,4,4,444,Best user
516,324903,2,340,76.8,2,4,4,244,Almost lost best user
517,28637,0,306,54.6,4,4,4,444,Best user
518,848263,0,165,57.8,4,4,4,444,Best user
519,4457646,0,90,55.0,4,3,4,434,Big contributor
520,4593010,0,257,58.6,4,4,4,444,Best user
521,92181,0,88,60.2,4,3,4,434,Big contributor
522,160946,0,626,57.0,4,4,4,444,Best user
523,411109,0,871,62.8,4,4,4,444,Best user
524,4660467,0,78,67.4,4,2,4,424,Big contributor
525,751916,4,131,57.2,1,3,4,134,Lost user
526,166595,0,279,64.6,4,4,4,444,Best user
527,1762214,0,285,56.8,4,4,4,444,Best user
528,1217039,0,426,87.6,4,4,4,444,Best user
